Garis Kemiskinan Menurut Kabupaten Kota (Rupiah/Kapita/Bulan),,
NAMA WILAYAH,TAHUN,GARIS KEMISKINAN (Rupiah/Kapita/Bulan)
BONE,2017,272555
BONE,2018,309076
BONE,2019,325422
BONE,2020,345009
BONE,2021,360177
BONE,2022,380513
BONE,2023,408244
SOPPENG,2016,220192
SOPPENG,2017,225936
SOPPENG,2018,253457
SOPPENG,2019,297546
SOPPENG,2020,315455
SOPPENG,2021,341484
SOPPENG,2022,365650
SOPPENG,2023,398802
WAJO,2016,258821
WAJO,2017,264376
WAJO,2018,297121
WAJO,2019,311017
WAJO,2020,350765
WAJO,2021,361181
WAJO,2022,375022
WAJO,2023,402351
SIDENRENG RAPPANG,2016,271301
SIDENRENG RAPPANG,2017,276558
SIDENRENG RAPPANG,2018,299332
SIDENRENG RAPPANG,2019,312800
SIDENRENG RAPPANG,2020,349452
SIDENRENG RAPPANG,2021,360591
SIDENRENG RAPPANG,2022,383134
SIDENRENG RAPPANG,2023,421321
PINRANG,2016,250163
PINRANG,2017,256054
PINRANG,2018,280746
PINRANG,2019,294349
PINRANG,2020,336346
PINRANG,2021,345892
PINRANG,2022,366808
PINRANG,2023,400091
ENREKANG,2016,275971
ENREKANG,2017,283653
ENREKANG,2018,312674
ENREKANG,2019,331667
ENREKANG,2020,338731
ENREKANG,2021,352147
ENREKANG,2022,371669
ENREKANG,2023,408198
LUWU,2016,271804
LUWU,2017,281195
LUWU,2018,305722
LUWU,2019,318911
LUWU,2020,347539
LUWU,2021,359925
LUWU,2022,381015
LUWU,2023,414118
TANA TORAJA,2016,251452
TANA TORAJA,2017,261573
TANA TORAJA,2018,299570
TANA TORAJA,2019,316911
TANA TORAJA,2020,336877
TANA TORAJA,2021,350220
TANA TORAJA,2022,366753
TANA TORAJA,2023,399202
LUWU UTARA,2016,288081
LUWU UTARA,2017,299339
LUWU UTARA,2018,329967
LUWU UTARA,2019,342277
LUWU UTARA,2020,354669
LUWU UTARA,2021,368716
LUWU UTARA,2022,382251
LUWU UTARA,2023,414548
LUWU TIMUR,2016,277520
LUWU TIMUR,2017,289214
LUWU TIMUR,2018,315478
LUWU TIMUR,2019,333739
LUWU TIMUR,2020,350576
LUWU TIMUR,2021,371947
LUWU TIMUR,2022,394158
LUWU TIMUR,2023,438178
TORAJA UTARA,2016,393478
TORAJA UTARA,2017,408827
TORAJA UTARA,2018,309806
TORAJA UTARA,2019,314426
TORAJA UTARA,2020,328096
TORAJA UTARA,2021,348611
TORAJA UTARA,2022,364343
TORAJA UTARA,2023,395731
KOTA MAKASSAR,2016,347723
KOTA MAKASSAR,2017,366430
KOTA MAKASSAR,2018,386545
KOTA MAKASSAR,2019,418831
KOTA MAKASSAR,2020,442513
KOTA MAKASSAR,2021,475444
KOTA MAKASSAR,2022,511081
KOTA MAKASSAR,2023,570286
KOTA PAREPARE,2016,281951
KOTA PAREPARE,2017,292685
KOTA PAREPARE,2018,308337
KOTA PAREPARE,2019,323839
KOTA PAREPARE,2020,363710
KOTA PAREPARE,2021,383471
KOTA PAREPARE,2022,402126
KOTA PAREPARE,2023,445032
KOTA PALOPO,2016,261056
KOTA PALOPO,2017,274319
KOTA PALOPO,2018,292602
KOTA PALOPO,2019,324233
KOTA PALOPO,2020,362859
KOTA PALOPO,2021,383007
KOTA PALOPO,2022,403144
KOTA PALOPO,2023,442276
SULAWESI TENGGARA,2016,277288
SULAWESI TENGGARA,2017,285609
SULAWESI TENGGARA,2018,303618
SULAWESI TENGGARA,2019,327402
SULAWESI TENGGARA,2020,356444
SULAWESI TENGGARA,2021,378589
SULAWESI TENGGARA,2022,404137
SULAWESI TENGGARA,2023,443980
BUTON,2016,209245
BUTON,2017,211485
BUTON,2018,233201
BUTON,2019,254013
BUTON,2020,262541
BUTON,2021,270212
BUTON,2022,279627
BUTON,2023,302183
MUNA,2016,289049
MUNA,2017,296383
MUNA,2018,314928
MUNA,2019,342948
MUNA,2020,358333
MUNA,2021,368922
MUNA,2022,387114
MUNA,2023,419071
KONAWE,2016,260264
KONAWE,2017,267331
KONAWE,2018,283109
KONAWE,2019,293801
KONAWE,2020,323180
KONAWE,2021,343781
KONAWE,2022,363645
KONAWE,2023,400581
KOLAKA,2016,320897
KOLAKA,2017,327329
KOLAKA,2018,349388
KOLAKA,2019,370036
KOLAKA,2020,406919
KOLAKA,2021,432858
KOLAKA,2022,448100
KOLAKA,2023,464000
KONAWE SELATAN,2016,195175
KONAWE SELATAN,2017,200663
KONAWE SELATAN,2018,219979
KONAWE SELATAN,2019,235654
KONAWE SELATAN,2020,261382
KONAWE SELATAN,2021,275339
KONAWE SELATAN,2022,294510
KONAWE SELATAN,2023,331620
BOMBANA,2016,266717
BOMBANA,2017,270627
BOMBANA,2018,288201
BOMBANA,2019,308396
BOMBANA,2020,325949
BOMBANA,2021,346726
BOMBANA,2022,368576
BOMBANA,2023,406706
WAKATOBI,2016,234351
WAKATOBI,2017,239819
WAKATOBI,2018,256308
WAKATOBI,2019,278929
WAKATOBI,2020,294440
WAKATOBI,2021,302511
WAKATOBI,2022,319981
WAKATOBI,2023,340151
KOLAKA UTARA,2016,388041
KOLAKA UTARA,2017,406334
KOLAKA UTARA,2018,453994
KOLAKA UTARA,2019,454127
KOLAKA UTARA,2020,494836
KOLAKA UTARA,2021,506903
KOLAKA UTARA,2022,511972
KOLAKA UTARA,2023,517092
BUTON UTARA,2016,275544
BUTON UTARA,2017,280974
BUTON UTARA,2018,306437
BUTON UTARA,2019,331555
BUTON UTARA,2020,345039
BUTON UTARA,2021,355288
BUTON UTARA,2022,373792
BUTON UTARA,2023,403834
KONAWE UTARA,2016,232307
KONAWE UTARA,2017,244391
KONAWE UTARA,2018,260861
KONAWE UTARA,2019,273544
KONAWE UTARA,2020,305100
KONAWE UTARA,2021,321986
KONAWE UTARA,2022,340061
KONAWE UTARA,2023,381620
KOLAKA TIMUR,2016,314387
KOLAKA TIMUR,2017,323956
KOLAKA TIMUR,2018,345216
KOLAKA TIMUR,2019,369870
KOLAKA TIMUR,2020,405341
KOLAKA TIMUR,2021,431179
KOLAKA TIMUR,2022,458563
KOLAKA TIMUR,2023,513085
KONAWE KEPULAUAN,2016,263229
KONAWE KEPULAUAN,2017,271241
KONAWE KEPULAUAN,2018,294035
KONAWE KEPULAUAN,2019,314815
KONAWE KEPULAUAN,2020,335414
KONAWE KEPULAUAN,2021,347332
KONAWE KEPULAUAN,2022,370692
KONAWE KEPULAUAN,2023,393000
MUNA BARAT,2016,287403
MUNA BARAT,2017,297787
MUNA BARAT,2018,315009
MUNA BARAT,2019,342811
MUNA BARAT,2020,357477
MUNA BARAT,2021,367868
MUNA BARAT,2022,382129
MUNA BARAT,2023,412697
BUTON TENGAH,2016,215822
BUTON TENGAH,2017,220897
BUTON TENGAH,2018,231289
BUTON TENGAH,2019,251702
BUTON TENGAH,2020,264699
BUTON TENGAH,2021,273354
BUTON TENGAH,2022,275058
BUTON TENGAH,2023,299593
BUTON SELATAN,2016,205287
BUTON SELATAN,2017,213869
BUTON SELATAN,2018,214859
BUTON SELATAN,2019,235847
BUTON SELATAN,2020,248184
BUTON SELATAN,2021,253877
BUTON SELATAN,2022,264666
BUTON SELATAN,2023,290203
KOTA KENDARI,2016,291069
KOTA KENDARI,2017,301894
KOTA KENDARI,2018,327976
KOTA KENDARI,2019,350647
KOTA KENDARI,2020,384379
KOTA KENDARI,2021,423653
KOTA KENDARI,2022,454846
KOTA KENDARI,2023,503369
KOTA BAUBAU,2016,291873
KOTA BAUBAU,2017,297991
KOTA BAUBAU,2018,311509
KOTA BAUBAU,2019,329977
KOTA BAUBAU,2020,344598
KOTA BAUBAU,2021,360766
KOTA BAUBAU,2022,376932
KOTA BAUBAU,2023,412008
GORONTALO,2016,284232
GORONTALO,2017,296730
GORONTALO,2018,316296
GORONTALO,2019,333070
GORONTALO,2020,368990
GORONTALO,2021,389827
GORONTALO,2022,411906
GORONTALO,2023,442194
BOALEMO,2016,332297
BOALEMO,2017,348581
BOALEMO,2018,368860
BOALEMO,2019,385122
BOALEMO,2020,426961
BOALEMO,2021,450724
BOALEMO,2022,472906
BOALEMO,2023,525007
GORONTALO,2016,368863
GORONTALO,2017,382722
GORONTALO,2018,409179
GORONTALO,2019,425827
GORONTALO,2020,475102
GORONTALO,2021,502964
GORONTALO,2022,531294
GORONTALO,2023,568430
POHUWATO,2016,238364
POHUWATO,2017,247476
POHUWATO,2018,263617
POHUWATO,2019,275240
POHUWATO,2020,309174
POHUWATO,2021,327587
POHUWATO,2022,345924
POHUWATO,2023,370530
BONE BOLANGO,2016,327354
BONE BOLANGO,2017,339614
BONE BOLANGO,2018,363982
BONE BOLANGO,2019,380029
BONE BOLANGO,2020,424275
BONE BOLANGO,2021,449543
BONE BOLANGO,2022,475874
BONE BOLANGO,2023,505252
GORONTALO UTARA,2016,238621
GORONTALO UTARA,2017,251054
GORONTALO UTARA,2018,267806
GORONTALO UTARA,2019,278746
GORONTALO UTARA,2020,311200
GORONTALO UTARA,2021,327531
GORONTALO UTARA,2022,346557
GORONTALO UTARA,2023,371302
KOTA GORONTALO,2016,437129
KOTA GORONTALO,2017,452758
KOTA GORONTALO,2018,482585
KOTA GORONTALO,2019,520095
KOTA GORONTALO,2020,569538
KOTA GORONTALO,2021,598363
KOTA GORONTALO,2022,643531
KOTA GORONTALO,2023,697650
SULAWESI BARAT,2016,286840
SULAWESI BARAT,2017,302852
SULAWESI BARAT,2018,319121
SULAWESI BARAT,2019,328144
SULAWESI BARAT,2020,350743
SULAWESI BARAT,2021,364251
SULAWESI BARAT,2022,405187
SULAWESI BARAT,2023,433131
MAJENE,2016,320726
MAJENE,2017,335248
MAJENE,2018,349522
MAJENE,2019,360362
MAJENE,2020,384344
MAJENE,2021,399350
MAJENE,2022,433111
MAJENE,2023,461255
POLEWALI MANDAR,2016,337138
POLEWALI MANDAR,2017,351856
POLEWALI MANDAR,2018,366355
POLEWALI MANDAR,2019,376827
POLEWALI MANDAR,2020,401057
POLEWALI MANDAR,2021,416443
POLEWALI MANDAR,2022,452836
POLEWALI MANDAR,2023,482658
MAMASA,2016,226202
MAMASA,2017,239112
MAMASA,2018,249103
MAMASA,2019,256544
MAMASA,2020,273513
MAMASA,2021,283758
MAMASA,2022,312206
MAMASA,2023,329768
MAMUJU,2016,223150
MAMUJU,2017,241616
MAMUJU,2018,252429
MAMUJU,2019,259969
MAMUJU,2020,277078
MAMUJU,2021,287896
MAMUJU,2022,319586
MAMUJU,2023,340795
MAMUJU UTARA,2016,312474
MAMUJU UTARA,2017,328100
MAMUJU UTARA,2018,330226
MAMUJU UTARA,2019,332145
MAMUJU UTARA,2020,354115
MAMUJU UTARA,2021,367941
MAMUJU UTARA,2022,404318
MAMUJU UTARA,2023,432269
MAMUJU TENGAH,2016,215769
MAMUJU TENGAH,2017,226559
MAMUJU TENGAH,2018,236699
MAMUJU TENGAH,2019,239592
MAMUJU TENGAH,2020,255440
MAMUJU TENGAH,2021,265413
MAMUJU TENGAH,2022,290030
MAMUJU TENGAH,2023,309227
MALUKU,2016,414302
MALUKU,2017,436865
MALUKU,2018,456457
MALUKU,2019,508777
MALUKU,2020,555197
MALUKU,2021,587730
MALUKU,2022,631326
MALUKU,2023,684020
MALUKU TENGGARA BARAT,2016,319120
MALUKU TENGGARA BARAT,2017,339801
MALUKU TENGGARA BARAT,2018,398729
MALUKU TENGGARA BARAT,2019,423823
MALUKU TENGGARA BARAT,2020,479402
MALUKU TENGGARA BARAT,2021,506106
MALUKU TENGGARA BARAT,2022,546300
MALUKU TENGGARA BARAT,2023,615768
MALUKU TENGGARA,2016,350661
MALUKU TENGGARA,2017,373386
MALUKU TENGGARA,2018,436927
MALUKU TENGGARA,2019,464649
MALUKU TENGGARA,2020,517821
MALUKU TENGGARA,2021,549047
MALUKU TENGGARA,2022,595041
MALUKU TENGGARA,2023,669140
MALUKU TENGAH,2016,405118
MALUKU TENGAH,2017,424632
MALUKU TENGAH,2018,431512
MALUKU TENGAH,2019,474224
MALUKU TENGAH,2020,503800
MALUKU TENGAH,2021,515582
MALUKU TENGAH,2022,542782
MALUKU TENGAH,2023,589125
BURU,2016,396313
BURU,2017,415403
BURU,2018,420083
BURU,2019,463169
BURU,2020,492055
BURU,2021,503254
BURU,2022,530858
BURU,2023,584277
KEPULAUAN ARU,2016,337180
KEPULAUAN ARU,2017,352151
KEPULAUAN ARU,2018,412665
KEPULAUAN ARU,2019,438848
KEPULAUAN ARU,2020,490565
KEPULAUAN ARU,2021,516604
KEPULAUAN ARU,2022,562416
KEPULAUAN ARU,2023,626086
SERAM BAGIAN BARAT,2016,334729
SERAM BAGIAN BARAT,2017,350853
SERAM BAGIAN BARAT,2018,359085
SERAM BAGIAN BARAT,2019,394628
SERAM BAGIAN BARAT,2020,419793
SERAM BAGIAN BARAT,2021,427355
SERAM BAGIAN BARAT,2022,449297
SERAM BAGIAN BARAT,2023,486747
SERAM BAGIAN TIMUR,2016,319266
SERAM BAGIAN TIMUR,2017,334645
SERAM BAGIAN TIMUR,2018,341261
SERAM BAGIAN TIMUR,2019,375040
SERAM BAGIAN TIMUR,2020,398430
SERAM BAGIAN TIMUR,2021,403573
SERAM BAGIAN TIMUR,2022,421902
SERAM BAGIAN TIMUR,2023,458176
MALUKU BARAT DAYA,2016,352004
MALUKU BARAT DAYA,2017,374816
MALUKU BARAT DAYA,2018,441211
MALUKU BARAT DAYA,2019,468842
MALUKU BARAT DAYA,2020,521899
MALUKU BARAT DAYA,2021,535594
MALUKU BARAT DAYA,2022,586021
MALUKU BARAT DAYA,2023,658036
BURU SELATAN,2016,514124
BURU SELATAN,2017,542036
BURU SELATAN,2018,542747
BURU SELATAN,2019,596469
BURU SELATAN,2020,628659
BURU SELATAN,2021,644441
BURU SELATAN,2022,677044
BURU SELATAN,2023,743721
KOTA AMBON,2016,486931
KOTA AMBON,2017,514690
KOTA AMBON,2018,532719
KOTA AMBON,2019,571315
KOTA AMBON,2020,596042
KOTA AMBON,2021,621482
KOTA AMBON,2022,661016
KOTA AMBON,2023,716560
KOTA TUAL,2016,345670
KOTA TUAL,2017,372731
KOTA TUAL,2018,510231
KOTA TUAL,2019,535425
KOTA TUAL,2020,574105
KOTA TUAL,2021,600172
KOTA TUAL,2022,640542
KOTA TUAL,2023,722498
MALUKU UTARA,2016,376554
MALUKU UTARA,2017,390998
MALUKU UTARA,2018,412266
MALUKU UTARA,2019,444650
MALUKU UTARA,2020,462639
MALUKU UTARA,2021,489375
MALUKU UTARA,2022,514383
MALUKU UTARA,2023,564733
HALMAHERA BARAT,2016,293118
HALMAHERA BARAT,2017,302921
HALMAHERA BARAT,2018,316381
HALMAHERA BARAT,2019,324849
HALMAHERA BARAT,2020,339283
HALMAHERA BARAT,2021,358707
HALMAHERA BARAT,2022,379108
HALMAHERA BARAT,2023,414870
HALMAHERA TENGAH,2016,397379
HALMAHERA TENGAH,2017,410708
HALMAHERA TENGAH,2018,429805
HALMAHERA TENGAH,2019,454180
HALMAHERA TENGAH,2020,466973
HALMAHERA TENGAH,2021,491657
HALMAHERA TENGAH,2022,507555
HALMAHERA TENGAH,2023,552350
KEPULAUAN SULA,2016,315133
KEPULAUAN SULA,2017,320854
KEPULAUAN SULA,2018,337543
KEPULAUAN SULA,2019,359497
KEPULAUAN SULA,2020,372561
KEPULAUAN SULA,2021,391912
KEPULAUAN SULA,2022,414512
KEPULAUAN SULA,2023,453476
HALMAHERA SELATAN,2016,266155
HALMAHERA SELATAN,2017,273849
HALMAHERA SELATAN,2018,290627
HALMAHERA SELATAN,2019,310161
HALMAHERA SELATAN,2020,324767
HALMAHERA SELATAN,2021,343323
HALMAHERA SELATAN,2022,362100
HALMAHERA SELATAN,2023,400768
HALMAHERA UTARA,2016,208832
HALMAHERA UTARA,2017,215837
HALMAHERA UTARA,2018,228092
HALMAHERA UTARA,2019,238878
HALMAHERA UTARA,2020,248544
HALMAHERA UTARA,2021,263507
HALMAHERA UTARA,2022,301041
HALMAHERA UTARA,2023,378968
HALMAHERA TIMUR,2016,494245
HALMAHERA TIMUR,2017,509725
HALMAHERA TIMUR,2018,510899
HALMAHERA TIMUR,2019,545238
HALMAHERA TIMUR,2020,569464
HALMAHERA TIMUR,2021,600339
HALMAHERA TIMUR,2022,624983
HALMAHERA TIMUR,2023,631233
PULAU MOROTAI,2016,229343
PULAU MOROTAI,2017,236532
PULAU MOROTAI,2018,249242
PULAU MOROTAI,2019,265761
PULAU MOROTAI,2020,276746
PULAU MOROTAI,2021,291879
PULAU MOROTAI,2022,301712
PULAU MOROTAI,2023,379931
PULAU TALIABU,2016,331968
PULAU TALIABU,2017,342401
PULAU TALIABU,2018,360955
PULAU TALIABU,2019,387664
PULAU TALIABU,2020,401710
PULAU TALIABU,2021,425241
PULAU TALIABU,2022,448735
PULAU TALIABU,2023,491203
KOTA TERNATE,2016,489810
KOTA TERNATE,2017,514396
KOTA TERNATE,2018,537524
KOTA TERNATE,2019,578185
KOTA TERNATE,2020,595553
KOTA TERNATE,2021,629463
KOTA TERNATE,2022,661459
KOTA TERNATE,2023,668074
KOTA TIDORE KEPULAUAN,2016,368796
KOTA TIDORE KEPULAUAN,2017,387307
KOTA TIDORE KEPULAUAN,2018,404721
KOTA TIDORE KEPULAUAN,2019,435277
KOTA TIDORE KEPULAUAN,2020,448352
KOTA TIDORE KEPULAUAN,2021,472651
KOTA TIDORE KEPULAUAN,2022,484983
KOTA TIDORE KEPULAUAN,2023,540752
PAPUA BARAT,2016,474967
PAPUA BARAT,2017,499778
PAPUA BARAT,2018,516362
PAPUA BARAT,2019,573313
PAPUA BARAT,2020,610888
PAPUA BARAT,2021,631418
PAPUA BARAT,2022,665604
PAPUA BARAT,2023,728619
FAKFAK,2016,446531
FAKFAK,2017,473950
FAKFAK,2018,498184
FAKFAK,2019,544783
FAKFAK,2020,578510
FAKFAK,2021,596406
FAKFAK,2022,628418
FAKFAK,2023,671021
KAIMANA,2016,342293
KAIMANA,2017,363581
KAIMANA,2018,386576
KAIMANA,2019,412130
KAIMANA,2020,438991
KAIMANA,2021,450301
KAIMANA,2022,511011
KAIMANA,2023,609865
TELUK WONDAMA,2016,456709
TELUK WONDAMA,2017,488233
TELUK WONDAMA,2018,508345
TELUK WONDAMA,2019,557702
TELUK WONDAMA,2020,588838
TELUK WONDAMA,2021,597676
TELUK WONDAMA,2022,614573
TELUK WONDAMA,2023,659187
TELUK BINTUNI,2016,549169
TELUK BINTUNI,2017,583323
TELUK BINTUNI,2018,587770
TELUK BINTUNI,2019,644838
TELUK BINTUNI,2020,683667
TELUK BINTUNI,2021,693305
TELUK BINTUNI,2022,716834
TELUK BINTUNI,2023,787048
MANOKWARI,2016,517296
MANOKWARI,2017,547494
MANOKWARI,2018,575114
MANOKWARI,2019,629074
MANOKWARI,2020,651032
MANOKWARI,2021,663438
MANOKWARI,2022,690028
MANOKWARI,2023,752635
MANOKWARI SELATAN,2016,525241
MANOKWARI SELATAN,2017,557907
MANOKWARI SELATAN,2018,578734
MANOKWARI SELATAN,2019,635595
MANOKWARI SELATAN,2020,678494
MANOKWARI SELATAN,2021,686235
MANOKWARI SELATAN,2022,702674
MANOKWARI SELATAN,2023,719773
PEGUNUNGAN ARFAK,2016,552153
PEGUNUNGAN ARFAK,2017,586493
PEGUNUNGAN ARFAK,2018,589168
PEGUNUNGAN ARFAK,2019,628281
PEGUNUNGAN ARFAK,2020,670687
PEGUNUNGAN ARFAK,2021,683722
PEGUNUNGAN ARFAK,2022,706497
PEGUNUNGAN ARFAK,2023,723662
PAPUA BARAT DAYA,2016,-
PAPUA BARAT DAYA,2017,-
PAPUA BARAT DAYA,2018,-
PAPUA BARAT DAYA,2019,-
PAPUA BARAT DAYA,2020,20222
PAPUA BARAT DAYA,2021,-
PAPUA BARAT DAYA,2022,-
PAPUA BARAT DAYA,2023,-
RAJA AMPAT,2016,305019
RAJA AMPAT,2017,317416
RAJA AMPAT,2018,326050
RAJA AMPAT,2019,347203
RAJA AMPAT,2020,374488
RAJA AMPAT,2021,388021
RAJA AMPAT,2022,464797
RAJA AMPAT,2023,557107
SORONG,2016,316088
SORONG,2017,329106
SORONG,2018,339187
SORONG,2019,357900
SORONG,2020,379951
SORONG,2021,388166
SORONG,2022,466380
SORONG,2023,559363
SORONG SELATAN,2016,286318
SORONG SELATAN,2017,297684
SORONG SELATAN,2018,306803
SORONG SELATAN,2019,323369
SORONG SELATAN,2020,347898
SORONG SELATAN,2021,358864
SORONG SELATAN,2022,422694
SORONG SELATAN,2023,506944
MAYBRAT,2016,300860
MAYBRAT,2017,319571
MAYBRAT,2018,335912
MAYBRAT,2019,359500
MAYBRAT,2020,383715
MAYBRAT,2021,396386
MAYBRAT,2022,479977
MAYBRAT,2023,515069
TAMBRAUW,2016,291576
TAMBRAUW,2017,308298
TAMBRAUW,2018,329708
TAMBRAUW,2019,362884
TAMBRAUW,2020,393268
TAMBRAUW,2021,399421
TAMBRAUW,2022,485342
TAMBRAUW,2023,528817
KOTA SORONG,2016,625071
KOTA SORONG,2017,657148
KOTA SORONG,2018,668533
KOTA SORONG,2019,725117
KOTA SORONG,2020,765183
KOTA SORONG,2021,791155
KOTA SORONG,2022,827339
KOTA SORONG,2023,889486
PAPUA,2016,427176
PAPUA,2017,457541
PAPUA,2018,499463
PAPUA,2019,540099
PAPUA,2020,562992
PAPUA,2021,591959
PAPUA,2022,629175
PAPUA,2023,686469
JAYAPURA,2016,464519
JAYAPURA,2017,489932
JAYAPURA,2018,549489
JAYAPURA,2019,589521
JAYAPURA,2020,601005
JAYAPURA,2021,624845
JAYAPURA,2022,651581
JAYAPURA,2023,706549
KEPULAUAN YAPEN,2016,536501
KEPULAUAN YAPEN,2017,592535
KEPULAUAN YAPEN,2018,600161
KEPULAUAN YAPEN,2019,618487
KEPULAUAN YAPEN,2020,653819
KEPULAUAN YAPEN,2021,688204
KEPULAUAN YAPEN,2022,716343
KEPULAUAN YAPEN,2023,757676
BIAK NUMFOR,2016,491278
BIAK NUMFOR,2017,521782
BIAK NUMFOR,2018,528498
BIAK NUMFOR,2019,543971
BIAK NUMFOR,2020,574402
BIAK NUMFOR,2021,602931
BIAK NUMFOR,2022,627921
BIAK NUMFOR,2023,657182
SARMI,2016,399291
SARMI,2017,421484
SARMI,2018,472720
SARMI,2019,518491
SARMI,2020,535586
SARMI,2021,554491
SARMI,2022,584626
SARMI,2023,633124
KEEROM,2016,504460
KEEROM,2017,532499
KEEROM,2018,597230
KEEROM,2019,655056
KEEROM,2020,677050
KEEROM,2021,704998
KEEROM,2022,744805
KEEROM,2023,807097
WAROPEN,2016,567808
WAROPEN,2017,627112
WAROPEN,2018,632478
WAROPEN,2019,655060
WAROPEN,2020,691544
WAROPEN,2021,731467
WAROPEN,2022,769979
WAROPEN,2023,810167
SUPIORI,2016,388523
SUPIORI,2017,429102
SUPIORI,2018,434625
SUPIORI,2019,447524
SUPIORI,2020,471401
SUPIORI,2021,498615
SUPIORI,2022,526482
SUPIORI,2023,554954
MAMBERAMO RAYA,2016,591595
MAMBERAMO RAYA,2017,658412
MAMBERAMO RAYA,2018,666886
MAMBERAMO RAYA,2019,683779
MAMBERAMO RAYA,2020,727830
MAMBERAMO RAYA,2021,769848
MAMBERAMO RAYA,2022,803286
MAMBERAMO RAYA,2023,834564
KOTA JAYAPURA,2016,805746
KOTA JAYAPURA,2017,849496
KOTA JAYAPURA,2018,944479
KOTA JAYAPURA,2019,992610
KOTA JAYAPURA,2020,1021759
KOTA JAYAPURA,2021,1051297
KOTA JAYAPURA,2022,1099019
KOTA JAYAPURA,2023,1147265
PAPUA SELATAN,2016,-
PAPUA SELATAN,2017,-
PAPUA SELATAN,2018,-
PAPUA SELATAN,2019,-
PAPUA SELATAN,2020,-
PAPUA SELATAN,2021,-
PAPUA SELATAN,2022,-
PAPUA SELATAN,2023,-
MERAUKE,2016,310420
MERAUKE,2017,342842
MERAUKE,2018,345965
MERAUKE,2019,346502
MERAUKE,2020,366296
MERAUKE,2021,387443
MERAUKE,2022,408710
MERAUKE,2023,434596
BOVEN DIGOEL,2016,406678
BOVEN DIGOEL,2017,444813
BOVEN DIGOEL,2018,452723
BOVEN DIGOEL,2019,458012
BOVEN DIGOEL,2020,486179
BOVEN DIGOEL,2021,520245
BOVEN DIGOEL,2022,550445
BOVEN DIGOEL,2023,585228
MAPPI,2016,273699
MAPPI,2017,300400
MAPPI,2018,301237
MAPPI,2019,330427
MAPPI,2020,351801
MAPPI,2021,375922
MAPPI,2022,402212
MAPPI,2023,427352
ASMAT,2016,316437
ASMAT,2017,349487
ASMAT,2018,354478
ASMAT,2019,364728
ASMAT,2020,383790
ASMAT,2021,405368
ASMAT,2022,424978
ASMAT,2023,450237
PAPUA TENGAH,2016,-
PAPUA TENGAH,2017,-
PAPUA TENGAH,2018,-
PAPUA TENGAH,2019,-
PAPUA TENGAH,2020,-
PAPUA TENGAH,2021,-
PAPUA TENGAH,2022,-
PAPUA TENGAH,2023,-
MIMIKA,2016,634370
MIMIKA,2017,684282
MIMIKA,2018,762184
MIMIKA,2019,836301
MIMIKA,2020,870355
MIMIKA,2021,936862
MIMIKA,2022,1002327
MIMIKA,2023,1056252
DOGIYAI,2016,427149
DOGIYAI,2017,471762
DOGIYAI,2018,477674
DOGIYAI,2019,492905
DOGIYAI,2020,512654
DOGIYAI,2021,557009
DOGIYAI,2022,592213
DOGIYAI,2023,653007
DEIYAI,2016,503898
DEIYAI,2017,556281
DEIYAI,2018,561857
DEIYAI,2019,579263
DEIYAI,2020,608868
DEIYAI,2021,627742
DEIYAI,2022,647902
DEIYAI,2023,709749
NABIRE,2016,520951
NABIRE,2017,575361
NABIRE,2018,579470
NABIRE,2019,579753
NABIRE,2020,612872
NABIRE,2021,665325
NABIRE,2022,705953
NABIRE,2023,771751
PANIAI,2016,418520
PANIAI,2017,461606
PANIAI,2018,465658
PANIAI,2019,479877
PANIAI,2020,512058
PANIAI,2021,556861
PANIAI,2022,591595
PANIAI,2023,654960
INTAN JAYA,2016,542007
INTAN JAYA,2017,598436
INTAN JAYA,2018,606138
INTAN JAYA,2019,627128
INTAN JAYA,2020,662465
INTAN JAYA,2021,725106
INTAN JAYA,2022,769993
INTAN JAYA,2023,853098
PUNCAK,2016,545506
PUNCAK,2017,602481
PUNCAK,2018,611369
PUNCAK,2019,630074
PUNCAK,2020,664865
PUNCAK,2021,721541
PUNCAK,2022,754778
PUNCAK,2023,836828
PUNCAK JAYA,2016,526756
PUNCAK JAYA,2017,581537
PUNCAK JAYA,2018,589022
PUNCAK JAYA,2019,604945
PUNCAK JAYA,2020,639503
PUNCAK JAYA,2021,708658
PUNCAK JAYA,2022,744762
PUNCAK JAYA,2023,823079
PAPUA PEGUNUNGAN,2016,-
PAPUA PEGUNUNGAN,2017,-
PAPUA PEGUNUNGAN,2018,-
PAPUA PEGUNUNGAN,2019,-
PAPUA PEGUNUNGAN,2020,-
PAPUA PEGUNUNGAN,2021,-
PAPUA PEGUNUNGAN,2022,-
PAPUA PEGUNUNGAN,2023,-
NDUGA,2016,296287
NDUGA,2017,327233
NDUGA,2018,331445
NDUGA,2019,341566
NDUGA,2020,360779
NDUGA,2021,392990
NDUGA,2022,420185
NDUGA,2023,475682
JAYAWIJAYA,2016,367804
JAYAWIJAYA,2017,406219
JAYAWIJAYA,2018,409846
JAYAWIJAYA,2019,420471
JAYAWIJAYA,2020,461058
JAYAWIJAYA,2021,501075
JAYAWIJAYA,2022,524173
JAYAWIJAYA,2023,566319
LANNY JAYA,2016,405347
LANNY JAYA,2017,446061
LANNY JAYA,2018,451802
LANNY JAYA,2019,464328
LANNY JAYA,2020,490508
LANNY JAYA,2021,537322
LANNY JAYA,2022,564670
