Jumlah Penduduk Miskin Kabupaten Kota,,
NAMA WILAYAH,TAHUN,JUMLAH (RIBU JIWA)
Buton Tengah,2016,12.33
Buton Tengah,2017,16.73
Buton Tengah,2018,13.72
Buton Tengah,2019,14.64
Buton Tengah,2020,14.4
Buton Tengah,2021,14.73
Buton Tengah,2022,13.92
Buton Tengah,2023,14.46
Buton Selatan,2016,10.75
Buton Selatan,2017,12.66
Buton Selatan,2018,11.86
Buton Selatan,2019,11.81
Buton Selatan,2020,11.5
Buton Selatan,2021,11.71
Buton Selatan,2022,11.57
Buton Selatan,2023,11.88
Kota Kendari,2016,19.58
Kota Kendari,2017,18.44
Kota Kendari,2018,17.76
Kota Kendari,2019,17.3
Kota Kendari,2020,17.46
Kota Kendari,2021,19.46
Kota Kendari,2022,18.72
Kota Kendari,2023,19.24
Kota Baubau,2016,13.87
Kota Baubau,2017,13.55
Kota Baubau,2018,12.59
Kota Baubau,2019,12.42
Kota Baubau,2020,12.53
Kota Baubau,2021,13.3
Kota Baubau,2022,12.69
Kota Baubau,2023,13.29
GORONTALO,2016,203.19
GORONTALO,2017,205.37
GORONTALO,2018,198.51
GORONTALO,2019,186.03
GORONTALO,2020,185.02
GORONTALO,2021,186.29
GORONTALO,2022,185.44
GORONTALO,2023,183.72
Boalemo,2016,32.29
Boalemo,2017,34.35
Boalemo,2018,32.83
Boalemo,2019,31.31
Boalemo,2020,31.63
Boalemo,2021,31.83
Boalemo,2022,31.97
Boalemo,2023,31.94
Gorontalo,2016,78.36
Gorontalo,2017,76.93
Gorontalo,2018,74.69
Gorontalo,2019,68.31
Gorontalo,2020,66.73
Gorontalo,2021,67.21
Gorontalo,2022,66.64
Gorontalo,2023,65.88
Pohuwato,2016,31.66
Pohuwato,2017,32.55
Pohuwato,2018,30.39
Pohuwato,2019,29.13
Pohuwato,2020,28.92
Pohuwato,2021,29.22
Pohuwato,2022,29.32
Pohuwato,2023,29.39
Bone Bolango,2016,27.8
Bone Bolango,2017,27.91
Bone Bolango,2018,27.61
Bone Bolango,2019,25.91
Bone Bolango,2020,25.72
Bone Bolango,2021,25.76
Bone Bolango,2022,25.47
Bone Bolango,2023,24.72
Gorontalo Utara,2016,20.65
Gorontalo Utara,2017,21.67
Gorontalo Utara,2018,21.09
Gorontalo Utara,2019,19.46
Gorontalo Utara,2020,19.56
Gorontalo Utara,2021,19.34
Gorontalo Utara,2022,19.38
Gorontalo Utara,2023,19.17
Kota Gorontalo,2016,12.43
Kota Gorontalo,2017,11.95
Kota Gorontalo,2018,11.91
Kota Gorontalo,2019,11.91
Kota Gorontalo,2020,12.46
Kota Gorontalo,2021,12.94
Kota Gorontalo,2022,12.67
Kota Gorontalo,2023,12.62
SULAWESI BARAT,2016,152.73
SULAWESI BARAT,2017,149.76
SULAWESI BARAT,2018,151.78
SULAWESI BARAT,2019,151.4
SULAWESI BARAT,2020,152.02
SULAWESI BARAT,2021,157.19
SULAWESI BARAT,2022,165.72
SULAWESI BARAT,2023,164.14
Majene,2016,24.69
Majene,2017,23.48
Majene,2018,23.53
Majene,2019,23.76
Majene,2020,24.12
Majene,2021,25.01
Majene,2022,26.62
Majene,2023,25.8
Polewali Mandar,2016,73.04
Polewali Mandar,2017,69.25
Polewali Mandar,2018,69.68
Polewali Mandar,2019,68.86
Polewali Mandar,2020,68.18
Polewali Mandar,2021,69.32
Polewali Mandar,2022,72.87
Polewali Mandar,2023,71.92
Mamasa,2016,21.43
Mamasa,2017,21.14
Mamasa,2018,21.22
Mamasa,2019,21.64
Mamasa,2020,21.86
Mamasa,2021,22.29
Mamasa,2022,23.7
Mamasa,2023,23.58
Mamuju,2016,17.47
Mamuju,2017,19.11
Mamuju,2018,20.42
Mamuju,2019,20.57
Mamuju,2020,20.65
Mamuju,2021,22.3
Mamuju,2022,23.26
Mamuju,2023,23.5
Mamuju Utara,2016,7.67
Mamuju Utara,2017,7.95
Mamuju Utara,2018,7.65
Mamuju Utara,2019,7.42
Mamuju Utara,2020,7.95
Mamuju Utara,2021,8.53
Mamuju Utara,2022,9.3
Mamuju Utara,2023,8.94
Mamuju Tengah,2016,8.43
Mamuju Tengah,2017,8.82
Mamuju Tengah,2018,9.28
Mamuju Tengah,2019,9.16
Mamuju Tengah,2020,9.25
Mamuju Tengah,2021,9.74
Mamuju Tengah,2022,9.98
Mamuju Tengah,2023,10.39
MALUKU,2016,327.72
MALUKU,2017,320.51
MALUKU,2018,320.08
MALUKU,2019,317.69
MALUKU,2020,318.19
MALUKU,2021,321.81
MALUKU,2022,290.57
MALUKU,2023,301.61
Maluku Tenggara Barat,2016,31.53
Maluku Tenggara Barat,2017,30.67
Maluku Tenggara Barat,2018,31.53
Maluku Tenggara Barat,2019,30.76
Maluku Tenggara Barat,2020,30.74
Maluku Tenggara Barat,2021,30.7
Maluku Tenggara Barat,2022,26.94
Maluku Tenggara Barat,2023,27.64
Maluku Tenggara,2016,24.56
Maluku Tenggara,2017,23.69
Maluku Tenggara,2018,23.16
Maluku Tenggara,2019,22.69
Maluku Tenggara,2020,22.59
Maluku Tenggara,2021,22.89
Maluku Tenggara,2022,21.38
Maluku Tenggara,2023,22.02
Maluku Tengah,2016,80.28
Maluku Tengah,2017,78.72
Maluku Tengah,2018,74.85
Maluku Tengah,2019,74.8
Maluku Tengah,2020,74.18
Maluku Tengah,2021,74.59
Maluku Tengah,2022,65.73
Maluku Tengah,2023,67.22
Buru,2016,23.53
Buru,2017,23.44
Buru,2018,23.62
Buru,2019,23.89
Buru,2020,24.42
Buru,2021,25.23
Buru,2022,23.6
Buru,2023,25.19
Kepulauan Aru,2016,26.48
Kepulauan Aru,2017,25.36
Kepulauan Aru,2018,25.68
Kepulauan Aru,2019,25.62
Kepulauan Aru,2020,25.45
Kepulauan Aru,2021,25.11
Kepulauan Aru,2022,22.36
Kepulauan Aru,2023,23.13
Seram Bagian Barat,2016,45.03
Seram Bagian Barat,2017,43.44
Seram Bagian Barat,2018,43.77
Seram Bagian Barat,2019,43.14
Seram Bagian Barat,2020,43.15
Seram Bagian Barat,2021,43.72
Seram Bagian Barat,2022,38.57
Seram Bagian Barat,2023,38.87
Seram Bagian Timur,2016,26.89
Seram Bagian Timur,2017,26.23
Seram Bagian Timur,2018,26.64
Seram Bagian Timur,2019,26.44
Seram Bagian Timur,2020,26.69
Seram Bagian Timur,2021,26.41
Seram Bagian Timur,2022,23.71
Seram Bagian Timur,2023,24.26
Maluku Barat Daya,2016,22.53
Maluku Barat Daya,2017,21.94
Maluku Barat Daya,2018,21.98
Maluku Barat Daya,2019,21.49
Maluku Barat Daya,2020,21.37
Maluku Barat Daya,2021,21.74
Maluku Barat Daya,2022,20.36
Maluku Barat Daya,2023,21.23
Buru Selatan,2016,10.13
Buru Selatan,2017,10.28
Buru Selatan,2018,10.12
Buru Selatan,2019,10.17
Buru Selatan,2020,10.07
Buru Selatan,2021,9.99
Buru Selatan,2022,9.35
Buru Selatan,2023,9.77
Kota Ambon,2016,19.64
Kota Ambon,2017,19.64
Kota Ambon,2018,21.61
Kota Ambon,2019,21.66
Kota Ambon,2020,22.15
Kota Ambon,2021,23.67
Kota Ambon,2022,22.58
Kota Ambon,2023,25.87
Kota Tual,2016,17.12
Kota Tual,2017,17.09
Kota Tual,2018,17.13
Kota Tual,2019,17.03
Kota Tual,2020,17.36
Kota Tual,2021,17.76
Kota Tual,2022,16.01
Kota Tual,2023,16.41
MALUKU UTARA,2016,74.67
MALUKU UTARA,2017,76.47
MALUKU UTARA,2018,81.46
MALUKU UTARA,2019,84.6
MALUKU UTARA,2020,86.37
MALUKU UTARA,2021,87.16
MALUKU UTARA,2022,79.88
MALUKU UTARA,2023,83.8
Halmahera Barat,2016,9.84
Halmahera Barat,2017,9.9
Halmahera Barat,2018,10.14
Halmahera Barat,2019,10.13
Halmahera Barat,2020,10.56
Halmahera Barat,2021,10.59
Halmahera Barat,2022,10.06
Halmahera Barat,2023,10.53
Halmahera Tengah,2016,7.1
Halmahera Tengah,2017,7.42
Halmahera Tengah,2018,7.51
Halmahera Tengah,2019,7.81
Halmahera Tengah,2020,7.7
Halmahera Tengah,2021,7.65
Halmahera Tengah,2022,6.93
Halmahera Tengah,2023,6.74
Kepulauan Sula,2016,8.79
Kepulauan Sula,2017,8.79
Kepulauan Sula,2018,9.19
Kepulauan Sula,2019,9.29
Kepulauan Sula,2020,8.81
Kepulauan Sula,2021,8.36
Kepulauan Sula,2022,7.84
Kepulauan Sula,2023,8.45
Halmahera Selatan,2016,9.06
Halmahera Selatan,2017,9.25
Halmahera Selatan,2018,11.01
Halmahera Selatan,2019,11.79
Halmahera Selatan,2020,12.41
Halmahera Selatan,2021,12.24
Halmahera Selatan,2022,11.89
Halmahera Selatan,2023,13.65
Halmahera Utara,2016,7.59
Halmahera Utara,2017,7.84
Halmahera Utara,2018,8.56
Halmahera Utara,2019,8.79
Halmahera Utara,2020,8.75
Halmahera Utara,2021,10.16
Halmahera Utara,2022,9.01
Halmahera Utara,2023,9.18
Halmahera Timur,2016,13.48
Halmahera Timur,2017,13.62
Halmahera Timur,2018,13.82
Halmahera Timur,2019,14.53
Halmahera Timur,2020,14.97
Halmahera Timur,2021,14.58
Halmahera Timur,2022,13
Halmahera Timur,2023,12.59
Pulau Morotai,2016,4.38
Pulau Morotai,2017,4.5
Pulau Morotai,2018,4.67
Pulau Morotai,2019,4.86
Pulau Morotai,2020,4.43
Pulau Morotai,2021,4.45
Pulau Morotai,2022,3.77
Pulau Morotai,2023,3.81
Pulau Taliabu,2016,3.73
Pulau Taliabu,2017,3.71
Pulau Taliabu,2018,3.85
Pulau Taliabu,2019,3.98
Pulau Taliabu,2020,3.89
Pulau Taliabu,2021,4.05
Pulau Taliabu,2022,3.76
Pulau Taliabu,2023,4.03
Kota Ternate,2016,5.74
Kota Ternate,2017,6.04
Kota Ternate,2018,6.76
Kota Ternate,2019,7.25
Kota Ternate,2020,8.18
Kota Ternate,2021,8.45
Kota Ternate,2022,7.54
Kota Ternate,2023,8.36
Kota Tidore Kepulauan,2016,4.96
Kota Tidore Kepulauan,2017,5.39
Kota Tidore Kepulauan,2018,5.95
Kota Tidore Kepulauan,2019,6.17
Kota Tidore Kepulauan,2020,6.66
Kota Tidore Kepulauan,2021,6.64
Kota Tidore Kepulauan,2022,6.08
Kota Tidore Kepulauan,2023,6.48
PAPUA BARAT,2016,225.81
PAPUA BARAT,2017,228.38
PAPUA BARAT,2018,214.47
PAPUA BARAT,2019,211.5
PAPUA BARAT,2020,208.58
PAPUA BARAT,2021,219.07
PAPUA BARAT,2022,218.78
PAPUA BARAT,2023,214.98
Fakfak,2016,19.98
Fakfak,2017,19.67
Fakfak,2018,18.73
Fakfak,2019,18.22
Fakfak,2020,17.72
Fakfak,2021,18.51
Fakfak,2022,18.13
Fakfak,2023,17.84
Kaimana,2016,9.62
Kaimana,2017,9.74
Kaimana,2018,9.66
Kaimana,2019,9.63
Kaimana,2020,9.52
Kaimana,2021,10.31
Kaimana,2022,10.11
Kaimana,2023,9.9
Teluk Wondama,2016,11.02
Teluk Wondama,2017,11.25
Teluk Wondama,2018,10.53
Teluk Wondama,2019,10.48
Teluk Wondama,2020,10.22
Teluk Wondama,2021,10.74
Teluk Wondama,2022,10.44
Teluk Wondama,2023,10.24
Teluk Bintuni,2016,20.97
Teluk Bintuni,2017,21.09
Teluk Bintuni,2018,19.64
Teluk Bintuni,2019,19.59
Teluk Bintuni,2020,19.22
Teluk Bintuni,2021,20.07
Teluk Bintuni,2022,20.45
Teluk Bintuni,2023,19.82
Manokwari,2016,40.28
Manokwari,2017,40.31
Manokwari,2018,37.73
Manokwari,2019,36.67
Manokwari,2020,35.92
Manokwari,2021,35.63
Manokwari,2022,34.96
Manokwari,2023,33.35
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Manokwari Selatan,2016,7.64
Manokwari Selatan,2017,7.78
Manokwari Selatan,2018,7.24
Manokwari Selatan,2019,7.21
Manokwari Selatan,2020,7.09
Manokwari Selatan,2021,7.65
Manokwari Selatan,2022,7.68
Manokwari Selatan,2023,7.69
Pegunungan Arfak,2016,11.34
Pegunungan Arfak,2017,11.58
Pegunungan Arfak,2018,10.8
Pegunungan Arfak,2019,10.74
Pegunungan Arfak,2020,10.68
Pegunungan Arfak,2021,11.85
Pegunungan Arfak,2022,11.87
Pegunungan Arfak,2023,11.71
,,
,,
,,
,,
,,
,,
,,
,,
PAPUA BARAT DAYA,2016,-
PAPUA BARAT DAYA,2017,
PAPUA BARAT DAYA,2018,
PAPUA BARAT DAYA,2019,
PAPUA BARAT DAYA,2020,
PAPUA BARAT DAYA,2021,
PAPUA BARAT DAYA,2022,
PAPUA BARAT DAYA,2023,
Raja Ampat,2016,-
Raja Ampat,2017,
Raja Ampat,2018,
Raja Ampat,2019,
Raja Ampat,2020,
Raja Ampat,2021,
Raja Ampat,2022,
Raja Ampat,2023,
Sorong,2016,-
Sorong,2017,
Sorong,2018,
Sorong,2019,
Sorong,2020,
Sorong,2021,
Sorong,2022,
Sorong,2023,
Sorong Selatan,2016,-
Sorong Selatan,2017,
Sorong Selatan,2018,
Sorong Selatan,2019,
Sorong Selatan,2020,
Sorong Selatan,2021,
Sorong Selatan,2022,
Sorong Selatan,2023,
Maybrat,2016,-
Maybrat,2017,
Maybrat,2018,
Maybrat,2019,
Maybrat,2020,
Maybrat,2021,
Maybrat,2022,
Maybrat,2023,
Tambrauw,2016,-
Tambrauw,2017,
Tambrauw,2018,
Tambrauw,2019,
Tambrauw,2020,
Tambrauw,2021,
Tambrauw,2022,
Tambrauw,2023,
Kota Sorong,2016,-
Kota Sorong,2017,
Kota Sorong,2018,
Kota Sorong,2019,
Kota Sorong,2020,
Kota Sorong,2021,
Kota Sorong,2022,
Kota Sorong,2023,
PAPUA,2016,911.33
PAPUA,2017,897.69
PAPUA,2018,917.63
PAPUA,2019,926.36
PAPUA,2020,911.37
PAPUA,2021,920.44
PAPUA,2022,922.12
PAPUA,2023,915.15
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Jayapura,2016,16.76
Jayapura,2017,16.31
Jayapura,2018,17.19
Jayapura,2019,17.19
Jayapura,2020,16.61
Jayapura,2021,15.56
Jayapura,2022,15.43
Jayapura,2023,14.91
,,
,,
,,
,,
,,
,,
,,
,,
Kepulauan Yapen,2016,25.53
Kepulauan Yapen,2017,25.35
Kepulauan Yapen,2018,26.3
Kepulauan Yapen,2019,27.19
Kepulauan Yapen,2020,27.04
Kepulauan Yapen,2021,25.67
Kepulauan Yapen,2022,26.01
Kepulauan Yapen,2023,26.03
Biak Numfor,2016,38.1
Biak Numfor,2017,36.63
Biak Numfor,2018,37.93
Biak Numfor,2019,38.6
Biak Numfor,2020,38.02
Biak Numfor,2021,36.38
Biak Numfor,2022,36.8
Biak Numfor,2023,35.7
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Sarmi,2016,5.13
Sarmi,2017,5.23
Sarmi,2018,5.67
Sarmi,2019,5.8
Sarmi,2020,5.7
Sarmi,2021,5.56
Sarmi,2022,5.6
Sarmi,2023,5.45
Keerom,2016,9.26
Keerom,2017,9.14
Keerom,2018,9.4
Keerom,2019,9.55
Keerom,2020,9.42
Keerom,2021,9.3
Keerom,2022,9.27
Keerom,2023,9.32
Waropen,2016,8.97
Waropen,2017,9.03
Waropen,2018,9.26
Waropen,2019,9.68
Waropen,2020,9.44
Waropen,2021,9.69
Waropen,2022,10.02
Waropen,2023,9.86
Supiori,2016,6.99
Supiori,2017,7.09
Supiori,2018,7.76
Supiori,2019,7.97
Supiori,2020,7.78
Supiori,2021,7.83
Supiori,2022,7.94
Supiori,2023,7.94
Mamberamo Raya,2016,6.42
Mamberamo Raya,2017,6.63
Mamberamo Raya,2018,6.94
Mamberamo Raya,2019,6.96
Mamberamo Raya,2020,6.98
Mamberamo Raya,2021,7.04
Mamberamo Raya,2022,7.68
Mamberamo Raya,2023,7.56
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Kota Jayapura,2016,34.48
Kota Jayapura,2017,33.51
Kota Jayapura,2018,33.74
Kota Jayapura,2019,34.42
Kota Jayapura,2020,33.8
Kota Jayapura,2021,34.79
Kota Jayapura,2022,34.36
Kota Jayapura,2023,32.79
PAPUA SELATAN,2016,-
PAPUA SELATAN,2017,
PAPUA SELATAN,2018,
PAPUA SELATAN,2019,
PAPUA SELATAN,2020,
PAPUA SELATAN,2021,
PAPUA SELATAN,2022,
PAPUA SELATAN,2023,
Merauke,2016,-
Merauke,2017,
Merauke,2018,
Merauke,2019,
Merauke,2020,
Merauke,2021,
Merauke,2022,
Merauke,2023,
Boven Digoel,2016,-
Boven Digoel,2017,
Boven Digoel,2018,
Boven Digoel,2019,
Boven Digoel,2020,
Boven Digoel,2021,
Boven Digoel,2022,
Boven Digoel,2023,
Mappi,2016,-
Mappi,2017,
Mappi,2018,
Mappi,2019,
Mappi,2020,
Mappi,2021,
Mappi,2022,
Mappi,2023,
Asmat,2016,-
Asmat,2017,
Asmat,2018,
Asmat,2019,
Asmat,2020,
Asmat,2021,
Asmat,2022,
Asmat,2023,
PAPUA TENGAH,2016,-
PAPUA TENGAH,2017,
PAPUA TENGAH,2018,
PAPUA TENGAH,2019,
PAPUA TENGAH,2020,
PAPUA TENGAH,2021,
PAPUA TENGAH,2022,
PAPUA TENGAH,2023,
Mimika,2016,-
Mimika,2017,
Mimika,2018,
Mimika,2019,
Mimika,2020,
Mimika,2021,
Mimika,2022,
Mimika,2023,
Dogiyai,2016,-
Dogiyai,2017,
Dogiyai,2018,
Dogiyai,2019,
Dogiyai,2020,
Dogiyai,2021,
Dogiyai,2022,
Dogiyai,2023,
Deiyai,2016,-
Deiyai,2017,
Deiyai,2018,
Deiyai,2019,
Deiyai,2020,
Deiyai,2021,
Deiyai,2022,
Deiyai,2023,
Nabire,2016,-
Nabire,2017,
Nabire,2018,
Nabire,2019,
Nabire,2020,
Nabire,2021,
Nabire,2022,
Nabire,2023,
Paniai,2016,-
Paniai,2017,
Paniai,2018,
Paniai,2019,
Paniai,2020,
Paniai,2021,
Paniai,2022,
Paniai,2023,
Intan Jaya,2016,-
Intan Jaya,2017,
Intan Jaya,2018,
Intan Jaya,2019,
Intan Jaya,2020,
Intan Jaya,2021,
Intan Jaya,2022,
Intan Jaya,2023,
Puncak,2016,-
Puncak,2017,
Puncak,2018,
Puncak,2019,
Puncak,2020,
Puncak,2021,
Puncak,2022,
Puncak,2023,
Puncak Jaya,2016,-
Puncak Jaya,2017,
Puncak Jaya,2018,
Puncak Jaya,2019,
Puncak Jaya,2020,
Puncak Jaya,2021,
Puncak Jaya,2022,
Puncak Jaya,2023,
PAPUA PEGUNUNGAN,2016,-
PAPUA PEGUNUNGAN,2017,
PAPUA PEGUNUNGAN,2018,
PAPUA PEGUNUNGAN,2019,
PAPUA PEGUNUNGAN,2020,
PAPUA PEGUNUNGAN,2021,
PAPUA PEGUNUNGAN,2022,
PAPUA PEGUNUNGAN,2023,
Nduga,2016,-
Nduga,2017,
Nduga,2018,
Nduga,2019,
Nduga,2020,
Nduga,2021,
Nduga,2022,
Nduga,2023,
Jayawijaya,2016,-
Jayawijaya,2017,
Jayawijaya,2018,
Jayawijaya,2019,
Jayawijaya,2020,
Jayawijaya,2021,
Jayawijaya,2022,
Jayawijaya,2023,
Lanny Jaya,2016,-
Lanny Jaya,2017,
Lanny Jaya,2018,
Lanny Jaya,2019,
Lanny Jaya,2020,
Lanny Jaya,2021,
Lanny Jaya,2022,
Lanny Jaya,2023,
Tolikara,2016,-
Tolikara,2017,
Tolikara,2018,
Tolikara,2019,
Tolikara,2020,
Tolikara,2021,
Tolikara,2022,
Tolikara,2023,
Mamberamo Tengah,2016,-
Mamberamo Tengah,2017,
Mamberamo Tengah,2018,
Mamberamo Tengah,2019,
Mamberamo Tengah,2020,
Mamberamo Tengah,2021,
Mamberamo Tengah,2022,
Mamberamo Tengah,2023,
Yalimo,2016,-
Yalimo,2017,
Yalimo,2018,
Yalimo,2019,
Yalimo,2020,
Yalimo,2021,
Yalimo,2022,
Yalimo,2023,
Yahukimo,2016,-
Yahukimo,2017,
Yahukimo,2018,
Yahukimo,2019,
Yahukimo,2020,
Yahukimo,2021,
Yahukimo,2022,
Yahukimo,2023,
Pegunungan Bintang,2016,-
Pegunungan Bintang,2017,
Pegunungan Bintang,2018,
Pegunungan Bintang,2019,
Pegunungan Bintang,2020,
Pegunungan Bintang,2021,
Pegunungan Bintang,2022,
Pegunungan Bintang,2023,
