PERSENTASE PENDUDUK P0 MISKIN KABUPATEN KOTA,,
NAMA WILAYAH,TAHUN,PENDUDUK MISKIN (Persen)
Serdang Bedagai,2018,8.22
Serdang Bedagai,2019,7.9
Serdang Bedagai,2020,7.97
Serdang Bedagai,2021,8.3
Serdang Bedagai,2022,7.82
Serdang Bedagai,2023,7.44
Serdang Bedagai,2024,6.97
Batu Bara,2004,-
Batu Bara,2005,-
Batu Bara,2006,-
Batu Bara,2007,17.89
Batu Bara,2008,13.64
Batu Bara,2009,12.87
Batu Bara,2010,12.28
Batu Bara,2011,11.67
Batu Bara,2012,11.24
Batu Bara,2013,11.92
Batu Bara,2014,11.25
Batu Bara,2015,12.61
Batu Bara,2016,12.24
Batu Bara,2017,12.48
Batu Bara,2018,12.57
Batu Bara,2019,12.14
Batu Bara,2020,11.88
Batu Bara,2021,12.38
Batu Bara,2022,11.53
Batu Bara,2023,11.38
Batu Bara,2024,10.94
Padang Lawas Utara,2004,-
Padang Lawas Utara,2005,-
Padang Lawas Utara,2006,-
Padang Lawas Utara,2007,-
Padang Lawas Utara,2008,-
Padang Lawas Utara,2009,11.83
Padang Lawas Utara,2010,11.19
Padang Lawas Utara,2011,10.64
Padang Lawas Utara,2012,9.98
Padang Lawas Utara,2013,10.28
Padang Lawas Utara,2014,9.6
Padang Lawas Utara,2015,10.97
Padang Lawas Utara,2016,10.87
Padang Lawas Utara,2017,10.7
Padang Lawas Utara,2018,10.06
Padang Lawas Utara,2019,9.6
Padang Lawas Utara,2020,9.7
Padang Lawas Utara,2021,9.92
Padang Lawas Utara,2022,8.94
Padang Lawas Utara,2023,8.79
Padang Lawas Utara,2024,8.97
Padang Lawas,2004,-
Padang Lawas,2005,-
Padang Lawas,2006,-
Padang Lawas,2007,-
Padang Lawas,2008,-
Padang Lawas,2009,11.9
Padang Lawas,2010,11.13
Padang Lawas,2011,10.56
Padang Lawas,2012,9.8
Padang Lawas,2013,8.59
Padang Lawas,2014,8.03
Padang Lawas,2015,8.73
Padang Lawas,2016,8.69
Padang Lawas,2017,9.1
Padang Lawas,2018,8.41
Padang Lawas,2019,8.28
Padang Lawas,2020,8.37
Padang Lawas,2021,8.69
Padang Lawas,2022,8.05
Padang Lawas,2023,7.89
Padang Lawas,2024,7.87
Labuhan Batu Selatan,2004,-
Labuhan Batu Selatan,2005,-
Labuhan Batu Selatan,2006,-
Labuhan Batu Selatan,2007,-
Labuhan Batu Selatan,2008,-
Labuhan Batu Selatan,2009,-
Labuhan Batu Selatan,2010,15.58
Labuhan Batu Selatan,2011,14.86
Labuhan Batu Selatan,2012,13.96
Labuhan Batu Selatan,2013,12.36
Labuhan Batu Selatan,2014,11.54
Labuhan Batu Selatan,2015,11.65
Labuhan Batu Selatan,2016,11.49
Labuhan Batu Selatan,2017,11.63
Labuhan Batu Selatan,2018,10
Labuhan Batu Selatan,2019,8.94
Labuhan Batu Selatan,2020,8.34
Labuhan Batu Selatan,2021,8.53
Labuhan Batu Selatan,2022,8.09
Labuhan Batu Selatan,2023,8.06
Labuhan Batu Selatan,2024,7.73
Labuhan Batu Utara,2004,-
Labuhan Batu Utara,2005,-
Labuhan Batu Utara,2006,-
Labuhan Batu Utara,2007,-
Labuhan Batu Utara,2008,-
Labuhan Batu Utara,2009,-
Labuhan Batu Utara,2010,12.32
Labuhan Batu Utara,2011,11.77
Labuhan Batu Utara,2012,11.34
Labuhan Batu Utara,2013,11.34
Labuhan Batu Utara,2014,10.71
Labuhan Batu Utara,2015,11.31
Labuhan Batu Utara,2016,10.97
Labuhan Batu Utara,2017,11.28
Labuhan Batu Utara,2018,10.12
Labuhan Batu Utara,2019,9.57
Labuhan Batu Utara,2020,9.53
Labuhan Batu Utara,2021,10.02
Labuhan Batu Utara,2022,9.09
Labuhan Batu Utara,2023,9.08
Labuhan Batu Utara,2024,8.98
Nias Utara,2004,-
Nias Utara,2005,-
Nias Utara,2006,-
Nias Utara,2007,-
Nias Utara,2008,-
Nias Utara,2009,-
Nias Utara,2010,31.9
Nias Utara,2011,30.44
Nias Utara,2012,29.5
Nias Utara,2013,30.94
Nias Utara,2014,29.28
Nias Utara,2015,32.62
Nias Utara,2016,30.92
Nias Utara,2017,29.06
Nias Utara,2018,26.56
Nias Utara,2019,24.99
Nias Utara,2020,25.07
Nias Utara,2021,25.66
Nias Utara,2022,23.4
Nias Utara,2023,21.79
Nias Utara,2024,21.5
Nias Barat,2004,-
Nias Barat,2005,-
Nias Barat,2006,-
Nias Barat,2007,-
Nias Barat,2008,-
Nias Barat,2009,-
Nias Barat,2010,30.89
Nias Barat,2011,29.32
Nias Barat,2012,28.57
Nias Barat,2013,29.65
Nias Barat,2014,28.1
Nias Barat,2015,29.96
Nias Barat,2016,28.36
Nias Barat,2017,27.23
Nias Barat,2018,26.72
Nias Barat,2019,25.51
Nias Barat,2020,25.69
Nias Barat,2021,26.42
Nias Barat,2022,24.75
Nias Barat,2023,22.81
Nias Barat,2024,22.68
Kota Sibolga,2004,9.01
Kota Sibolga,2005,11
Kota Sibolga,2006,12.44
Kota Sibolga,2007,9.73
Kota Sibolga,2008,17.67
Kota Sibolga,2009,15.82
Kota Sibolga,2010,13.9
Kota Sibolga,2011,13.18
Kota Sibolga,2012,13
Kota Sibolga,2013,12.9
Kota Sibolga,2014,12.26
Kota Sibolga,2015,13.48
Kota Sibolga,2016,13.3
Kota Sibolga,2017,13.69
Kota Sibolga,2018,12.38
Kota Sibolga,2019,12.36
Kota Sibolga,2020,11.95
Kota Sibolga,2021,12.33
Kota Sibolga,2022,11.47
Kota Sibolga,2023,11.42
Kota Sibolga,2024,11.39
Kota Tanjung Balai,2004,12.53
Kota Tanjung Balai,2005,13.92
Kota Tanjung Balai,2006,13.92
Kota Tanjung Balai,2007,11.52
Kota Tanjung Balai,2008,18.35
Kota Tanjung Balai,2009,17.1
Kota Tanjung Balai,2010,16.31
Kota Tanjung Balai,2011,15.52
Kota Tanjung Balai,2012,14.86
Kota Tanjung Balai,2013,14.85
Kota Tanjung Balai,2014,14.02
Kota Tanjung Balai,2015,15.08
Kota Tanjung Balai,2016,14.49
Kota Tanjung Balai,2017,14.46
Kota Tanjung Balai,2018,14.64
Kota Tanjung Balai,2019,14.04
Kota Tanjung Balai,2020,13.33
Kota Tanjung Balai,2021,13.4
Kota Tanjung Balai,2022,12.45
Kota Tanjung Balai,2023,12.21
Kota Tanjung Balai,2024,11.97
Kota Pematang Siantar,2004,11.55
Kota Pematang Siantar,2005,10.96
Kota Pematang Siantar,2006,10.93
Kota Pematang Siantar,2007,9.46
Kota Pematang Siantar,2008,13.36
Kota Pematang Siantar,2009,12.25
Kota Pematang Siantar,2010,11.72
Kota Pematang Siantar,2011,11.15
Kota Pematang Siantar,2012,10.79
Kota Pematang Siantar,2013,10.93
Kota Pematang Siantar,2014,10.35
Kota Pematang Siantar,2015,10.47
Kota Pematang Siantar,2016,9.99
Kota Pematang Siantar,2017,10.1
Kota Pematang Siantar,2018,8.7
Kota Pematang Siantar,2019,8.63
Kota Pematang Siantar,2020,8.27
Kota Pematang Siantar,2021,8.52
Kota Pematang Siantar,2022,7.88
Kota Pematang Siantar,2023,7.24
Kota Pematang Siantar,2024,7.2
Kota Tebing Tinggi,2004,10.1
Kota Tebing Tinggi,2005,10.85
Kota Tebing Tinggi,2006,11.17
Kota Tebing Tinggi,2007,9.67
Kota Tebing Tinggi,2008,16.5
Kota Tebing Tinggi,2009,14.58
Kota Tebing Tinggi,2010,13.04
Kota Tebing Tinggi,2011,12.44
Kota Tebing Tinggi,2012,11.93
Kota Tebing Tinggi,2013,11.74
Kota Tebing Tinggi,2014,11.08
Kota Tebing Tinggi,2015,12.03
Kota Tebing Tinggi,2016,11.7
Kota Tebing Tinggi,2017,11.9
Kota Tebing Tinggi,2018,10.27
Kota Tebing Tinggi,2019,9.94
Kota Tebing Tinggi,2020,9.85
Kota Tebing Tinggi,2021,10.3
Kota Tebing Tinggi,2022,9.59
Kota Tebing Tinggi,2023,9.49
Kota Tebing Tinggi,2024,8.79
Kota Medan,2004,7.13
Kota Medan,2005,7.06
Kota Medan,2006,7.8
Kota Medan,2007,7.17
Kota Medan,2008,10.43
Kota Medan,2009,9.58
Kota Medan,2010,10.05
Kota Medan,2011,9.63
Kota Medan,2012,9.33
Kota Medan,2013,9.64
Kota Medan,2014,9.12
Kota Medan,2015,9.41
Kota Medan,2016,9.3
Kota Medan,2017,9.11
Kota Medan,2018,8.25
Kota Medan,2019,8.08
Kota Medan,2020,8.01
Kota Medan,2021,8.34
Kota Medan,2022,8.07
Kota Medan,2023,8
Kota Medan,2024,7.94
Kota Binjai,2004,6.4
Kota Binjai,2005,6.93
Kota Binjai,2006,6.89
Kota Binjai,2007,5.72
Kota Binjai,2008,8.12
Kota Binjai,2009,7.04
Kota Binjai,2010,7.33
Kota Binjai,2011,7
Kota Binjai,2012,6.72
Kota Binjai,2013,6.75
Kota Binjai,2014,6.38
Kota Binjai,2015,7.03
Kota Binjai,2016,6.67
Kota Binjai,2017,6.75
Kota Binjai,2018,5.88
Kota Binjai,2019,5.66
Kota Binjai,2020,5.71
Kota Binjai,2021,5.81
Kota Binjai,2022,5.1
Kota Binjai,2023,4.79
Kota Binjai,2024,4.75
Kota Padangsidimpuan,2004,13.65
Kota Padangsidimpuan,2005,11.35
Kota Padangsidimpuan,2006,13.18
Kota Padangsidimpuan,2007,10.92
Kota Padangsidimpuan,2008,11.61
Kota Padangsidimpuan,2009,9.77
Kota Padangsidimpuan,2010,10.53
Kota Padangsidimpuan,2011,10.08
Kota Padangsidimpuan,2012,9.6
Kota Padangsidimpuan,2013,9.04
Kota Padangsidimpuan,2014,8.52
Kota Padangsidimpuan,2015,8.77
Kota Padangsidimpuan,2016,8.32
Kota Padangsidimpuan,2017,8.25
Kota Padangsidimpuan,2018,7.69
Kota Padangsidimpuan,2019,7.26
Kota Padangsidimpuan,2020,7.4
Kota Padangsidimpuan,2021,7.53
Kota Padangsidimpuan,2022,6.89
Kota Padangsidimpuan,2023,6.85
Kota Padangsidimpuan,2024,6.23
Kota Gunungsitoli,2004,-
Kota Gunungsitoli,2005,-
Kota Gunungsitoli,2006,-
Kota Gunungsitoli,2007,-
Kota Gunungsitoli,2008,-
Kota Gunungsitoli,2009,-
Kota Gunungsitoli,2010,33.86
Kota Gunungsitoli,2011,32.12
Kota Gunungsitoli,2012,30.85
Kota Gunungsitoli,2013,30.94
Kota Gunungsitoli,2014,27.63
Kota Gunungsitoli,2015,25.42
Kota Gunungsitoli,2016,23.43
Kota Gunungsitoli,2017,21.66
Kota Gunungsitoli,2018,18.44
Kota Gunungsitoli,2019,16.23
Kota Gunungsitoli,2020,16.41
Kota Gunungsitoli,2021,16.45
Kota Gunungsitoli,2022,14.81
Kota Gunungsitoli,2023,14.78
Kota Gunungsitoli,2024,14.72
SUMATERA BARAT,2004,10.46
SUMATERA BARAT,2005,10.89
SUMATERA BARAT,2006,12.51
SUMATERA BARAT,2007,11.9
SUMATERA BARAT,2008,10.57
SUMATERA BARAT,2009,9.45
SUMATERA BARAT,2010,9.44
SUMATERA BARAT,2011,8.99
SUMATERA BARAT,2012,8
SUMATERA BARAT,2013,7.56
SUMATERA BARAT,2014,6.89
SUMATERA BARAT,2015,7.31
SUMATERA BARAT,2016,7.09
SUMATERA BARAT,2017,6.87
SUMATERA BARAT,2018,6.65
SUMATERA BARAT,2019,6.42
SUMATERA BARAT,2020,6.28
SUMATERA BARAT,2021,6.63
SUMATERA BARAT,2022,5.92
SUMATERA BARAT,2023,5.95
SUMATERA BARAT,2024,5.97
Kepulauan Mentawai,2004,17.59
Kepulauan Mentawai,2005,19.26
Kepulauan Mentawai,2006,16.87
Kepulauan Mentawai,2007,15.99
Kepulauan Mentawai,2008,22.86
Kepulauan Mentawai,2009,20.54
Kepulauan Mentawai,2010,19.74
Kepulauan Mentawai,2011,18.85
Kepulauan Mentawai,2012,16.7
Kepulauan Mentawai,2013,16.12
Kepulauan Mentawai,2014,14.96
Kepulauan Mentawai,2015,15.52
Kepulauan Mentawai,2016,15.12
Kepulauan Mentawai,2017,14.67
Kepulauan Mentawai,2018,14.44
Kepulauan Mentawai,2019,14.43
Kepulauan Mentawai,2020,14.35
Kepulauan Mentawai,2021,14.84
Kepulauan Mentawai,2022,13.97
Kepulauan Mentawai,2023,13.72
Kepulauan Mentawai,2024,13.89
Pesisir Selatan,2004,12.44
Pesisir Selatan,2005,12.43
Pesisir Selatan,2006,14.76
Pesisir Selatan,2007,13.21
Pesisir Selatan,2008,11.36
Pesisir Selatan,2009,10.56
Pesisir Selatan,2010,10.22
Pesisir Selatan,2011,9.75
Pesisir Selatan,2012,8.68
Pesisir Selatan,2013,8.64
Pesisir Selatan,2014,7.82
Pesisir Selatan,2015,8.46
Pesisir Selatan,2016,7.92
Pesisir Selatan,2017,7.79
Pesisir Selatan,2018,7.59
Pesisir Selatan,2019,7.88
Pesisir Selatan,2020,7.61
Pesisir Selatan,2021,7.92
Pesisir Selatan,2022,7.11
Pesisir Selatan,2023,7.34
Pesisir Selatan,2024,7.49
Solok,2004,14.4
Solok,2005,15.28
Solok,2006,17.98
Solok,2007,17.59
Solok,2008,13.43
Solok,2009,12.15
Solok,2010,11.74
Solok,2011,11.19
Solok,2012,10.03
Solok,2013,10.26
Solok,2014,9.53
Solok,2015,10
Solok,2016,9.32
Solok,2017,9.06
Solok,2018,8.88
Solok,2019,7.98
Solok,2020,7.81
Solok,2021,8.01
Solok,2022,7.12
Solok,2023,7.13
Solok,2024,7.31
Sijunjung,2004,13.54
Sijunjung,2005,13.94
Sijunjung,2006,15.96
Sijunjung,2007,15.35
Sijunjung,2008,11.51
Sijunjung,2009,9.8
Sijunjung,2010,10.45
Sijunjung,2011,9.94
Sijunjung,2012,8.79
Sijunjung,2013,8.53
Sijunjung,2014,7.74
Sijunjung,2015,7.87
Sijunjung,2016,7.6
Sijunjung,2017,7.35
Sijunjung,2018,7.11
Sijunjung,2019,7.04
Sijunjung,2020,6.78
Sijunjung,2021,6.8
Sijunjung,2022,6
Sijunjung,2023,5.88
Sijunjung,2024,5.78
Tanah Datar,2004,7.04
Tanah Datar,2005,6.19
Tanah Datar,2006,7.61
Tanah Datar,2007,7.72
Tanah Datar,2008,7.52
Tanah Datar,2009,6.93
Tanah Datar,2010,6.9
Tanah Datar,2011,6.57
Tanah Datar,2012,5.95
Tanah Datar,2013,5.77
Tanah Datar,2014,5.29
Tanah Datar,2015,5.82
Tanah Datar,2016,5.68
Tanah Datar,2017,5.56
Tanah Datar,2018,5.32
Tanah Datar,2019,4.66
Tanah Datar,2020,4.4
Tanah Datar,2021,4.54
Tanah Datar,2022,4.26
Tanah Datar,2023,4.16
Tanah Datar,2024,4.28
Padang Pariaman,2004,12.53
Padang Pariaman,2005,14.67
Padang Pariaman,2006,17.45
Padang Pariaman,2007,17.12
Padang Pariaman,2008,14.15
Padang Pariaman,2009,12.41
Padang Pariaman,2010,11.86
Padang Pariaman,2011,11.26
Padang Pariaman,2012,10.12
Padang Pariaman,2013,9.17
Padang Pariaman,2014,8.39
Padang Pariaman,2015,8.86
Padang Pariaman,2016,8.91
Padang Pariaman,2017,8.46
Padang Pariaman,2018,8.04
Padang Pariaman,2019,7.1
Padang Pariaman,2020,6.95
Padang Pariaman,2021,7.22
Padang Pariaman,2022,6.25
Padang Pariaman,2023,6.34
Padang Pariaman,2024,6.27
Agam,2004,13.4
Agam,2005,13.36
Agam,2006,13.93
Agam,2007,12.59
Agam,2008,11.2
Agam,2009,9.86
Agam,2010,9.84
Agam,2011,9.39
Agam,2012,8.43
Agam,2013,7.68
Agam,2014,7.02
Agam,2015,7.58
Agam,2016,7.83
Agam,2017,7.59
Agam,2018,6.76
Agam,2019,6.75
Agam,2020,6.75
Agam,2021,6.85
Agam,2022,6.22
Agam,2023,6.6
Agam,2024,6.83
Lima Puluh Kota,2004,12.26
Lima Puluh Kota,2005,13.37
Lima Puluh Kota,2006,16.19
Lima Puluh Kota,2007,14.79
Lima Puluh Kota,2008,11.01
Lima Puluh Kota,2009,9.98
Lima Puluh Kota,2010,10.47
Lima Puluh Kota,2011,9.96
Lima Puluh Kota,2012,8.89
Lima Puluh Kota,2013,8.26
Lima Puluh Kota,2014,7.48
Lima Puluh Kota,2015,7.65
Lima Puluh Kota,2016,7.59
Lima Puluh Kota,2017,7.15
Lima Puluh Kota,2018,6.99
Lima Puluh Kota,2019,6.97
Lima Puluh Kota,2020,6.86
Lima Puluh Kota,2021,7.29
Lima Puluh Kota,2022,6.59
Lima Puluh Kota,2023,6.8
Lima Puluh Kota,2024,6.92
Pasaman,2004,13.22
Pasaman,2005,15.63
Pasaman,2006,18.34
Pasaman,2007,17.92
Pasaman,2008,14.44
Pasaman,2009,12.47
Pasaman,2010,10.96
Pasaman,2011,10.42
Pasaman,2012,9.31
Pasaman,2013,8.37
Pasaman,2014,7.6
Pasaman,2015,8.14
Pasaman,2016,7.65
Pasaman,2017,7.41
Pasaman,2018,7.31
Pasaman,2019,7.21
Pasaman,2020,7.16
Pasaman,2021,7.48
Pasaman,2022,6.85
Pasaman,2023,6.8
Pasaman,2024,6.74
Solok Selatan,2004,-
Solok Selatan,2005,15.42
Solok Selatan,2006,17.65
Solok Selatan,2007,17.43
Solok Selatan,2008,13.41
Solok Selatan,2009,11.66
Solok Selatan,2010,11.11
Solok Selatan,2011,10.61
Solok Selatan,2012,9.37
Solok Selatan,2013,8.12
Solok Selatan,2014,7.33
Solok Selatan,2015,7.52
Solok Selatan,2016,7.35
Solok Selatan,2017,7.21
Solok Selatan,2018,7.07
Solok Selatan,2019,7.33
Solok Selatan,2020,7.15
Solok Selatan,2021,7.52
Solok Selatan,2022,6.51
Solok Selatan,2023,6.45
Solok Selatan,2024,6.56
Dharmasraya,2004,-
Dharmasraya,2005,13.01
Dharmasraya,2006,14.93
Dharmasraya,2007,14.42
Dharmasraya,2008,12.53
Dharmasraya,2009,11.4
Dharmasraya,2010,10.56
Dharmasraya,2011,10.09
Dharmasraya,2012,8.82
Dharmasraya,2013,7.74
Dharmasraya,2014,6.97
Dharmasraya,2015,7.17
Dharmasraya,2016,7.16
Dharmasraya,2017,6.68
Dharmasraya,2018,6.42
Dharmasraya,2019,6.29
Dharmasraya,2020,6.23
Dharmasraya,2021,6.67
Dharmasraya,2022,5.56
Dharmasraya,2023,5.56
Dharmasraya,2024,5.32
Pasaman Barat,2004,-
Pasaman Barat,2005,12
Pasaman Barat,2006,14.12
Pasaman Barat,2007,13.76
Pasaman Barat,2008,10.96
Pasaman Barat,2009,9.61
Pasaman Barat,2010,9.59
Pasaman Barat,2011,9.14
Pasaman Barat,2012,8.04
Pasaman Barat,2013,7.86
Pasaman Barat,2014,7.08
Pasaman Barat,2015,7.93
Pasaman Barat,2016,7.4
Pasaman Barat,2017,7.26
Pasaman Barat,2018,7.34
Pasaman Barat,2019,7.14
Pasaman Barat,2020,7.04
Pasaman Barat,2021,7.51
Pasaman Barat,2022,6.93
Pasaman Barat,2023,6.92
Pasaman Barat,2024,7
Kota Padang,2004,4.07
Kota Padang,2005,4.41
Kota Padang,2006,5.15
Kota Padang,2007,4.97
Kota Padang,2008,6.4
Kota Padang,2009,5.72
Kota Padang,2010,6.31
Kota Padang,2011,6.02
Kota Padang,2012,5.3
Kota Padang,2013,5.02
Kota Padang,2014,4.56
Kota Padang,2015,4.93
Kota Padang,2016,4.68
Kota Padang,2017,4.74
Kota Padang,2018,4.7
Kota Padang,2019,4.48
Kota Padang,2020,4.4
Kota Padang,2021,4.94
Kota Padang,2022,4.26
Kota Padang,2023,4.17
Kota Padang,2024,4.06
Kota Solok,2004,5.5
Kota Solok,2005,4.08
Kota Solok,2006,4.86
Kota Solok,2007,4.59
Kota Solok,2008,7.32
Kota Solok,2009,6.76
Kota Solok,2010,6.99
Kota Solok,2011,6.72
Kota Solok,2012,5.87
Kota Solok,2013,4.6
Kota Solok,2014,4.16
Kota Solok,2015,4.12
Kota Solok,2016,3.86
Kota Solok,2017,3.66
Kota Solok,2018,3.3
Kota Solok,2019,3.24
Kota Solok,2020,2.77
Kota Solok,2021,3.12
Kota Solok,2022,3.02
Kota Solok,2023,3.05
Kota Solok,2024,3.07
Kota Sawah Lunto,2004,-
Kota Sawah Lunto,2005,5.21
Kota Sawah Lunto,2006,2.86
Kota Sawah Lunto,2007,2.25
Kota Sawah Lunto,2008,1.94
Kota Sawah Lunto,2009,2.42
Kota Sawah Lunto,2010,2.47
Kota Sawah Lunto,2011,2.34
Kota Sawah Lunto,2012,2.17
Kota Sawah Lunto,2013,2.28
Kota Sawah Lunto,2014,2.25
Kota Sawah Lunto,2015,2.22
Kota Sawah Lunto,2016,2.21
Kota Sawah Lunto,2017,2.01
Kota Sawah Lunto,2018,2.39
Kota Sawah Lunto,2019,2.17
Kota Sawah Lunto,2020,2.16
Kota Sawah Lunto,2021,2.38
Kota Sawah Lunto,2022,2.28
Kota Sawah Lunto,2023,2.27
Kota Sawah Lunto,2024,2.33
Kota Padang Panjang,2004,3.71
Kota Padang Panjang,2005,4.74
Kota Padang Panjang,2006,4.94
Kota Padang Panjang,2007,5.19
Kota Padang Panjang,2008,8.24
Kota Padang Panjang,2009,7.58
Kota Padang Panjang,2010,7.6
Kota Padang Panjang,2011,7.25
Kota Padang Panjang,2012,6.5
Kota Padang Panjang,2013,6.66
Kota Padang Panjang,2014,6.4
Kota Padang Panjang,2015,6.74
Kota Padang Panjang,2016,6.75
Kota Padang Panjang,2017,6.17
Kota Padang Panjang,2018,5.88
Kota Padang Panjang,2019,5.6
Kota Padang Panjang,2020,5.24
Kota Padang Panjang,2021,5.92
Kota Padang Panjang,2022,5.14
Kota Padang Panjang,2023,5.24
Kota Padang Panjang,2024,5.31
Kota Bukittinggi,2004,3.32
Kota Bukittinggi,2005,4.97
Kota Bukittinggi,2006,5.12
Kota Bukittinggi,2007,5.23
Kota Bukittinggi,2008,7.2
Kota Bukittinggi,2009,6.19
Kota Bukittinggi,2010,6.82
Kota Bukittinggi,2011,6.49
Kota Bukittinggi,2012,5.73
Kota Bukittinggi,2013,5.36
Kota Bukittinggi,2014,4.96
Kota Bukittinggi,2015,5.36
Kota Bukittinggi,2016,5.48
Kota Bukittinggi,2017,5.35
Kota Bukittinggi,2018,4.92
Kota Bukittinggi,2019,4.6
Kota Bukittinggi,2020,4.54
Kota Bukittinggi,2021,5.14
Kota Bukittinggi,2022,4.46
Kota Bukittinggi,2023,4.11
Kota Bukittinggi,2024,4.08
Kota Payakumbuh,2004,6.1
Kota Payakumbuh,2005,6.46
Kota Payakumbuh,2006,7.88
Kota Payakumbuh,2007,7.77
Kota Payakumbuh,2008,10.96
Kota Payakumbuh,2009,10.15
Kota Payakumbuh,2010,10.58
Kota Payakumbuh,2011,10.09
Kota Payakumbuh,2012,9
Kota Payakumbuh,2013,7.81
Kota Payakumbuh,2014,7.01
Kota Payakumbuh,2015,6.67
Kota Payakumbuh,2016,6.46
Kota Payakumbuh,2017,5.88
Kota Payakumbuh,2018,5.77
Kota Payakumbuh,2019,5.68
Kota Payakumbuh,2020,5.65
Kota Payakumbuh,2021,6.16
Kota Payakumbuh,2022,5.66
Kota Payakumbuh,2023,5.44
Kota Payakumbuh,2024,5.19
Kota Pariaman,2004,7.69
Kota Pariaman,2005,8.36
Kota Pariaman,2006,7.86
Kota Pariaman,2007,5.87
Kota Pariaman,2008,5.33
Kota Pariaman,2009,5.48
Kota Pariaman,2010,5.9
Kota Pariaman,2011,5.66
Kota Pariaman,2012,5.02
Kota Pariaman,2013,5.35
Kota Pariaman,2014,5.12
Kota Pariaman,2015,5.42
Kota Pariaman,2016,5.23
Kota Pariaman,2017,5.2
Kota Pariaman,2018,5.03
Kota Pariaman,2019,4.76
Kota Pariaman,2020,4.1
Kota Pariaman,2021,4.38
Kota Pariaman,2022,4.13
Kota Pariaman,2023,4.2
Kota Pariaman,2024,4.26
RIAU,2004,13.12
RIAU,2005,12.51
RIAU,2006,11.85
RIAU,2007,11.2
RIAU,2008,10.79
RIAU,2009,9.45
RIAU,2010,10.01
RIAU,2011,8.17
RIAU,2012,8.05
RIAU,2013,8.42
RIAU,2014,7.99
RIAU,2015,8.42
RIAU,2016,7.98
RIAU,2017,7.78
RIAU,2018,7.39
RIAU,2019,7.08
RIAU,2020,6.82
RIAU,2021,7.12
RIAU,2022,6.78
RIAU,2023,6.68
RIAU,2024,6.67
Kuantan Singingi,2004,25.41
Kuantan Singingi,2005,23.04
Kuantan Singingi,2006,21.28
Kuantan Singingi,2007,19.03
Kuantan Singingi,2008,16.51
Kuantan Singingi,2009,14.42
Kuantan Singingi,2010,12.57
Kuantan Singingi,2011,10.19
Kuantan Singingi,2012,10.29
Kuantan Singingi,2013,11.28
Kuantan Singingi,2014,10.75
Kuantan Singingi,2015,10.8
Kuantan Singingi,2016,9.85
Kuantan Singingi,2017,9.97
Kuantan Singingi,2018,9.92
Kuantan Singingi,2019,9.56
Kuantan Singingi,2020,8.91
Kuantan Singingi,2021,8.97
Kuantan Singingi,2022,8.24
Kuantan Singingi,2023,8.07
Kuantan Singingi,2024,7.89
Indragiri Hulu,2004,19.62
Indragiri Hulu,2005,17.28
Indragiri Hulu,2006,15.97
Indragiri Hulu,2007,14.63
Indragiri Hulu,2008,12.05
Indragiri Hulu,2009,10.25
Indragiri Hulu,2010,8.9
Indragiri Hulu,2011,7.25
Indragiri Hulu,2012,7.17
Indragiri Hulu,2013,7.5
Indragiri Hulu,2014,7.28
Indragiri Hulu,2015,7.76
Indragiri Hulu,2016,7.15
Indragiri Hulu,2017,6.94
Indragiri Hulu,2018,6.3
Indragiri Hulu,2019,6.06
Indragiri Hulu,2020,5.96
Indragiri Hulu,2021,6.18
Indragiri Hulu,2022,6.14
Indragiri Hulu,2023,6.06
Indragiri Hulu,2024,6.02
Indragiri Hilir,2004,18.34
Indragiri Hilir,2005,16.01
Indragiri Hilir,2006,14.85
Indragiri Hilir,2007,14.57
Indragiri Hilir,2008,13.19
Indragiri Hilir,2009,11.11
Indragiri Hilir,2010,9.41
Indragiri Hilir,2011,7.65
Indragiri Hilir,2012,7.81
Indragiri Hilir,2013,7.88
Indragiri Hilir,2014,7.51
Indragiri Hilir,2015,8.11
Indragiri Hilir,2016,7.99
Indragiri Hilir,2017,7.7
Indragiri Hilir,2018,7.05
Indragiri Hilir,2019,6.54
Indragiri Hilir,2020,5.93
Indragiri Hilir,2021,6.18
Indragiri Hilir,2022,5.98
Indragiri Hilir,2023,5.64
Indragiri Hilir,2024,5.66
Pelalawan,2004,24.71
Pelalawan,2005,22.36
Pelalawan,2006,19.8
Pelalawan,2007,18.07
Pelalawan,2008,18.63
Pelalawan,2009,16.71
Pelalawan,2010,14.51
Pelalawan,2011,11.93
Pelalawan,2012,11.11
Pelalawan,2013,12
Pelalawan,2014,11.15
Pelalawan,2015,12.09
Pelalawan,2016,11
Pelalawan,2017,10.25
Pelalawan,2018,9.73
Pelalawan,2019,9.62
Pelalawan,2020,9.16
Pelalawan,2021,9.63
Pelalawan,2022,8.97
Pelalawan,2023,8.15
Pelalawan,2024,8.49
Siak,2004,9.62
Siak,2005,7.62
Siak,2006,5.45
Siak,2007,6.01
Siak,2008,7.09
Siak,2009,5.71
Siak,2010,6.49
Siak,2011,5.29
Siak,2012,5.17
Siak,2013,5.54
Siak,2014,5.22
Siak,2015,5.67
Siak,2016,5.52
Siak,2017,5.8
Siak,2018,5.44
Siak,2019,5.03
Siak,2020,5.09
Siak,2021,5.18
Siak,2022,5.07
Siak,2023,5.23
Siak,2024,5.08
Kampar,2004,14.96
Kampar,2005,12.93
Kampar,2006,11.69
Kampar,2007,10.73
Kampar,2008,11.45
Kampar,2009,10.04
Kampar,2010,10.47
