Tingkat Partisipasi Angkatan Kerja Menurut Jenis Kelamin 2018-2023,,,
NAMA WILAYAH,JENIS KELAMIN,TAHUN,TINGKAT PARTISIPASI (Persen)
Muaro Jambi,Laki - Laki,2021,83.48
Muaro Jambi,Laki - Laki,2022,87.58
Muaro Jambi,Laki - Laki,2023,89.07
Tanjung Jabung Timur,Laki - Laki,2018,86.62
Tanjung Jabung Timur,Laki - Laki,2019,87.74
Tanjung Jabung Timur,Laki - Laki,2020,87.01
Tanjung Jabung Timur,Laki - Laki,2021,86.03
Tanjung Jabung Timur,Laki - Laki,2022,89.99
Tanjung Jabung Timur,Laki - Laki,2023,87.17
Tanjung Jabung Barat,Laki - Laki,2018,88.81
Tanjung Jabung Barat,Laki - Laki,2019,86.4
Tanjung Jabung Barat,Laki - Laki,2020,89.09
Tanjung Jabung Barat,Laki - Laki,2021,87.75
Tanjung Jabung Barat,Laki - Laki,2022,87.86
Tanjung Jabung Barat,Laki - Laki,2023,88.01
Tebo,Laki - Laki,2018,86.49
Tebo,Laki - Laki,2019,87.74
Tebo,Laki - Laki,2020,88.67
Tebo,Laki - Laki,2021,87.6
Tebo,Laki - Laki,2022,87.91
Tebo,Laki - Laki,2023,88.94
Bungo,Laki - Laki,2018,84.6
Bungo,Laki - Laki,2019,82.41
Bungo,Laki - Laki,2020,83.95
Bungo,Laki - Laki,2021,82.45
Bungo,Laki - Laki,2022,86.22
Bungo,Laki - Laki,2023,86.53
Kota Jambi,Laki - Laki,2018,76.98
Kota Jambi,Laki - Laki,2019,82.53
Kota Jambi,Laki - Laki,2020,79.89
Kota Jambi,Laki - Laki,2021,78.73
Kota Jambi,Laki - Laki,2022,83.42
Kota Jambi,Laki - Laki,2023,78.08
Kota Sungai Penuh,Laki - Laki,2018,83.92
Kota Sungai Penuh,Laki - Laki,2019,77.24
Kota Sungai Penuh,Laki - Laki,2020,81.89
Kota Sungai Penuh,Laki - Laki,2021,78.3
Kota Sungai Penuh,Laki - Laki,2022,79.9
Kota Sungai Penuh,Laki - Laki,2023,82.81
SUMATERA SELATAN,Laki - Laki,2018,83.25
SUMATERA SELATAN,Laki - Laki,2019,83.25
SUMATERA SELATAN,Laki - Laki,2020,82.71
SUMATERA SELATAN,Laki - Laki,2021,82.66
SUMATERA SELATAN,Laki - Laki,2022,84.95
SUMATERA SELATAN,Laki - Laki,2023,85.39
Ogan Komering Ulu,Laki - Laki,2018,83.03
Ogan Komering Ulu,Laki - Laki,2019,83.52
Ogan Komering Ulu,Laki - Laki,2020,85.15
Ogan Komering Ulu,Laki - Laki,2021,84.07
Ogan Komering Ulu,Laki - Laki,2022,86.48
Ogan Komering Ulu,Laki - Laki,2023,85.92
Ogan Komering Ilir,Laki - Laki,2018,84.2
Ogan Komering Ilir,Laki - Laki,2019,86.34
Ogan Komering Ilir,Laki - Laki,2020,76.91
Ogan Komering Ilir,Laki - Laki,2021,84.94
Ogan Komering Ilir,Laki - Laki,2022,86.3
Ogan Komering Ilir,Laki - Laki,2023,85.62
Muara Enim,Laki - Laki,2018,84.39
Muara Enim,Laki - Laki,2019,84.73
Muara Enim,Laki - Laki,2020,80.99
Muara Enim,Laki - Laki,2021,83.65
Muara Enim,Laki - Laki,2022,85.94
Muara Enim,Laki - Laki,2023,86.62
Lahat,Laki - Laki,2018,86.19
Lahat,Laki - Laki,2019,85.94
Lahat,Laki - Laki,2020,85.08
Lahat,Laki - Laki,2021,81.67
Lahat,Laki - Laki,2022,83.88
Lahat,Laki - Laki,2023,84.92
Musi Rawas,Laki - Laki,2018,89.41
Musi Rawas,Laki - Laki,2019,86.57
Musi Rawas,Laki - Laki,2020,89.33
Musi Rawas,Laki - Laki,2021,86.37
Musi Rawas,Laki - Laki,2022,85.95
Musi Rawas,Laki - Laki,2023,83.66
Musi Banyuasin,Laki - Laki,2018,83.31
Musi Banyuasin,Laki - Laki,2019,85.77
Musi Banyuasin,Laki - Laki,2020,86.84
Musi Banyuasin,Laki - Laki,2021,85.28
Musi Banyuasin,Laki - Laki,2022,88.19
Musi Banyuasin,Laki - Laki,2023,89.45
Banyu Asin,Laki - Laki,2018,87.49
Banyu Asin,Laki - Laki,2019,83.45
Banyu Asin,Laki - Laki,2020,85.65
Banyu Asin,Laki - Laki,2021,84.55
Banyu Asin,Laki - Laki,2022,85.52
Banyu Asin,Laki - Laki,2023,84.46
Ogan Komering Ulu Selatan,Laki - Laki,2018,88.02
Ogan Komering Ulu Selatan,Laki - Laki,2019,90.42
Ogan Komering Ulu Selatan,Laki - Laki,2020,80.67
Ogan Komering Ulu Selatan,Laki - Laki,2021,89.08
Ogan Komering Ulu Selatan,Laki - Laki,2022,90.2
Ogan Komering Ulu Selatan,Laki - Laki,2023,89.93
Ogan Komering Ulu Timur,Laki - Laki,2018,86.49
Ogan Komering Ulu Timur,Laki - Laki,2019,83.58
Ogan Komering Ulu Timur,Laki - Laki,2020,86.71
Ogan Komering Ulu Timur,Laki - Laki,2021,86.73
Ogan Komering Ulu Timur,Laki - Laki,2022,86.33
Ogan Komering Ulu Timur,Laki - Laki,2023,90.11
Ogan Ilir,Laki - Laki,2018,84.34
Ogan Ilir,Laki - Laki,2019,83.3
Ogan Ilir,Laki - Laki,2020,80.51
Ogan Ilir,Laki - Laki,2021,79.56
Ogan Ilir,Laki - Laki,2022,88.89
Ogan Ilir,Laki - Laki,2023,84.29
Empat Lawang,Laki - Laki,2018,84.68
Empat Lawang,Laki - Laki,2019,83.71
Empat Lawang,Laki - Laki,2020,84.47
Empat Lawang,Laki - Laki,2021,82.14
Empat Lawang,Laki - Laki,2022,84.71
Empat Lawang,Laki - Laki,2023,82.43
Penukal Abab Lematang Ilir,Laki - Laki,2018,86.33
Penukal Abab Lematang Ilir,Laki - Laki,2019,83.29
Penukal Abab Lematang Ilir,Laki - Laki,2020,85.79
Penukal Abab Lematang Ilir,Laki - Laki,2021,80.75
Penukal Abab Lematang Ilir,Laki - Laki,2022,88.33
Penukal Abab Lematang Ilir,Laki - Laki,2023,88.2
Musi Rawas Utara,Laki - Laki,2018,88.68
Musi Rawas Utara,Laki - Laki,2019,84.96
Musi Rawas Utara,Laki - Laki,2020,85.89
Musi Rawas Utara,Laki - Laki,2021,80.92
Musi Rawas Utara,Laki - Laki,2022,88.44
Musi Rawas Utara,Laki - Laki,2023,85.02
Kota Palembang,Laki - Laki,2018,74.26
Kota Palembang,Laki - Laki,2019,76.43
Kota Palembang,Laki - Laki,2020,79.58
Kota Palembang,Laki - Laki,2021,75.9
Kota Palembang,Laki - Laki,2022,79.19
Kota Palembang,Laki - Laki,2023,82.13
Kota Prabumulih,Laki - Laki,2018,82.41
Kota Prabumulih,Laki - Laki,2019,83.36
Kota Prabumulih,Laki - Laki,2020,82.44
Kota Prabumulih,Laki - Laki,2021,79.76
Kota Prabumulih,Laki - Laki,2022,84.02
Kota Prabumulih,Laki - Laki,2023,82.52
Kota Pagar Alam,Laki - Laki,2018,84.52
Kota Pagar Alam,Laki - Laki,2019,82.48
Kota Pagar Alam,Laki - Laki,2020,71.2
Kota Pagar Alam,Laki - Laki,2021,85.21
Kota Pagar Alam,Laki - Laki,2022,86.7
Kota Pagar Alam,Laki - Laki,2023,86.97
Kota Lubuklinggau,Laki - Laki,2018,83.13
Kota Lubuklinggau,Laki - Laki,2019,84.52
Kota Lubuklinggau,Laki - Laki,2020,84.85
Kota Lubuklinggau,Laki - Laki,2021,86.85
Kota Lubuklinggau,Laki - Laki,2022,80.63
Kota Lubuklinggau,Laki - Laki,2023,83.83
BENGKULU,Laki - Laki,2018,83.67
BENGKULU,Laki - Laki,2019,84.38
BENGKULU,Laki - Laki,2020,85.22
BENGKULU,Laki - Laki,2021,83.54
BENGKULU,Laki - Laki,2022,84.72
BENGKULU,Laki - Laki,2023,84.99
Bengkulu Selatan,Laki - Laki,2018,79.94
Bengkulu Selatan,Laki - Laki,2019,82.82
Bengkulu Selatan,Laki - Laki,2020,82.68
Bengkulu Selatan,Laki - Laki,2021,83.38
Bengkulu Selatan,Laki - Laki,2022,85.8
Bengkulu Selatan,Laki - Laki,2023,85.72
Rejang Lebong,Laki - Laki,2018,86.69
Rejang Lebong,Laki - Laki,2019,87.65
Rejang Lebong,Laki - Laki,2020,87.6
Rejang Lebong,Laki - Laki,2021,85.76
Rejang Lebong,Laki - Laki,2022,85.73
Rejang Lebong,Laki - Laki,2023,88.18
Bengkulu Utara,Laki - Laki,2018,87.77
Bengkulu Utara,Laki - Laki,2019,84.35
Bengkulu Utara,Laki - Laki,2020,87.56
Bengkulu Utara,Laki - Laki,2021,86.49
Bengkulu Utara,Laki - Laki,2022,86.21
Bengkulu Utara,Laki - Laki,2023,87.53
Kaur,Laki - Laki,2018,86.35
Kaur,Laki - Laki,2019,85.81
Kaur,Laki - Laki,2020,81.69
Kaur,Laki - Laki,2021,82.01
Kaur,Laki - Laki,2022,85.97
Kaur,Laki - Laki,2023,80.44
Seluma,Laki - Laki,2018,84.11
Seluma,Laki - Laki,2019,86.74
Seluma,Laki - Laki,2020,88.19
Seluma,Laki - Laki,2021,84.88
Seluma,Laki - Laki,2022,87.95
Seluma,Laki - Laki,2023,86.83
Mukomuko,Laki - Laki,2018,83.49
Mukomuko,Laki - Laki,2019,86.83
Mukomuko,Laki - Laki,2020,87.19
Mukomuko,Laki - Laki,2021,84.64
Mukomuko,Laki - Laki,2022,86.68
Mukomuko,Laki - Laki,2023,88.48
Lebong,Laki - Laki,2018,85.51
Lebong,Laki - Laki,2019,87.42
Lebong,Laki - Laki,2020,87.37
Lebong,Laki - Laki,2021,86.01
Lebong,Laki - Laki,2022,87.2
Lebong,Laki - Laki,2023,85.11
Kepahiang,Laki - Laki,2018,86.79
Kepahiang,Laki - Laki,2019,85.19
Kepahiang,Laki - Laki,2020,87.35
Kepahiang,Laki - Laki,2021,85.96
Kepahiang,Laki - Laki,2022,87.44
Kepahiang,Laki - Laki,2023,86.62
Bengkulu Tengah,Laki - Laki,2018,85.45
Bengkulu Tengah,Laki - Laki,2019,84.02
Bengkulu Tengah,Laki - Laki,2020,87.35
Bengkulu Tengah,Laki - Laki,2021,85.33
Bengkulu Tengah,Laki - Laki,2022,83.18
Bengkulu Tengah,Laki - Laki,2023,84.32
Kota Bengkulu,Laki - Laki,2018,76.35
Kota Bengkulu,Laki - Laki,2019,78.57
Kota Bengkulu,Laki - Laki,2020,79.16
Kota Bengkulu,Laki - Laki,2021,76.5
Kota Bengkulu,Laki - Laki,2022,77.74
Kota Bengkulu,Laki - Laki,2023,78.41
LAMPUNG,Laki - Laki,2018,87.03
LAMPUNG,Laki - Laki,2019,86.24
LAMPUNG,Laki - Laki,2020,85.41
LAMPUNG,Laki - Laki,2021,85.55
LAMPUNG,Laki - Laki,2022,85.84
LAMPUNG,Laki - Laki,2023,87.3
Lampung Barat,Laki - Laki,2018,92.7
Lampung Barat,Laki - Laki,2019,91.62
Lampung Barat,Laki - Laki,2020,92.52
Lampung Barat,Laki - Laki,2021,91.89
Lampung Barat,Laki - Laki,2022,91.34
Lampung Barat,Laki - Laki,2023,91.62
Tanggamus,Laki - Laki,2018,91.43
Tanggamus,Laki - Laki,2019,85.51
Tanggamus,Laki - Laki,2020,70.18
Tanggamus,Laki - Laki,2021,86.12
Tanggamus,Laki - Laki,2022,86.59
Tanggamus,Laki - Laki,2023,89.9
Lampung Selatan,Laki - Laki,2018,85.55
Lampung Selatan,Laki - Laki,2019,85.19
Lampung Selatan,Laki - Laki,2020,86.45
Lampung Selatan,Laki - Laki,2021,85.29
Lampung Selatan,Laki - Laki,2022,84.88
Lampung Selatan,Laki - Laki,2023,87.63
Lampung Timur,Laki - Laki,2018,87.99
Lampung Timur,Laki - Laki,2019,86.9
Lampung Timur,Laki - Laki,2020,87.79
Lampung Timur,Laki - Laki,2021,86.01
Lampung Timur,Laki - Laki,2022,84.3
Lampung Timur,Laki - Laki,2023,85.76
Lampung Tengah,Laki - Laki,2018,89.84
Lampung Tengah,Laki - Laki,2019,88.61
Lampung Tengah,Laki - Laki,2020,88.84
Lampung Tengah,Laki - Laki,2021,88.45
Lampung Tengah,Laki - Laki,2022,88.89
Lampung Tengah,Laki - Laki,2023,90.7
Lampung Utara,Laki - Laki,2018,85.99
Lampung Utara,Laki - Laki,2019,84.31
Lampung Utara,Laki - Laki,2020,86.09
Lampung Utara,Laki - Laki,2021,85.56
Lampung Utara,Laki - Laki,2022,82.65
Lampung Utara,Laki - Laki,2023,85.21
Way Kanan,Laki - Laki,2018,88.92
Way Kanan,Laki - Laki,2019,91.71
Way Kanan,Laki - Laki,2020,90.14
Way Kanan,Laki - Laki,2021,90.69
Way Kanan,Laki - Laki,2022,89.95
Way Kanan,Laki - Laki,2023,90.9
Tulangbawang,Laki - Laki,2018,88.68
Tulangbawang,Laki - Laki,2019,87.65
Tulangbawang,Laki - Laki,2020,87.38
Tulangbawang,Laki - Laki,2021,86.87
Tulangbawang,Laki - Laki,2022,87.17
Tulangbawang,Laki - Laki,2023,87.95
Pesawaran,Laki - Laki,2018,86.6
Pesawaran,Laki - Laki,2019,85.95
Pesawaran,Laki - Laki,2020,85.92
Pesawaran,Laki - Laki,2021,81.72
Pesawaran,Laki - Laki,2022,86.41
Pesawaran,Laki - Laki,2023,85.72
Pringsewu,Laki - Laki,2018,84.98
Pringsewu,Laki - Laki,2019,85.48
Pringsewu,Laki - Laki,2020,85.42
Pringsewu,Laki - Laki,2021,84.66
Pringsewu,Laki - Laki,2022,88.72
Pringsewu,Laki - Laki,2023,88.79
Mesuji,Laki - Laki,2018,87.2
Mesuji,Laki - Laki,2019,90.12
Mesuji,Laki - Laki,2020,89.27
Mesuji,Laki - Laki,2021,88.99
Mesuji,Laki - Laki,2022,86.55
Mesuji,Laki - Laki,2023,89.9
Tulang Bawang Barat,Laki - Laki,2018,88.44
Tulang Bawang Barat,Laki - Laki,2019,90.6
Tulang Bawang Barat,Laki - Laki,2020,86.81
Tulang Bawang Barat,Laki - Laki,2021,86.23
Tulang Bawang Barat,Laki - Laki,2022,87.71
Tulang Bawang Barat,Laki - Laki,2023,88.15
Pesisir Barat,Laki - Laki,2018,89.36
Pesisir Barat,Laki - Laki,2019,87.26
Pesisir Barat,Laki - Laki,2020,86.83
Pesisir Barat,Laki - Laki,2021,86.34
Pesisir Barat,Laki - Laki,2022,87.64
Pesisir Barat,Laki - Laki,2023,84.22
Kota Bandar Lampung,Laki - Laki,2018,80.19
Kota Bandar Lampung,Laki - Laki,2019,79.69
Kota Bandar Lampung,Laki - Laki,2020,80.26
Kota Bandar Lampung,Laki - Laki,2021,78.58
Kota Bandar Lampung,Laki - Laki,2022,80.46
Kota Bandar Lampung,Laki - Laki,2023,81.73
Kota Metro,Laki - Laki,2018,79.31
Kota Metro,Laki - Laki,2019,81.8
Kota Metro,Laki - Laki,2020,82.1
Kota Metro,Laki - Laki,2021,80.99
Kota Metro,Laki - Laki,2022,81.53
Kota Metro,Laki - Laki,2023,81.55
KEP. BANGKA BELITUNG,Laki - Laki,2018,83.21
KEP. BANGKA BELITUNG,Laki - Laki,2019,84.82
KEP. BANGKA BELITUNG,Laki - Laki,2020,84.07
KEP. BANGKA BELITUNG,Laki - Laki,2021,83.68
KEP. BANGKA BELITUNG,Laki - Laki,2022,86.02
KEP. BANGKA BELITUNG,Laki - Laki,2023,85.38
Bangka,Laki - Laki,2018,80.5
Bangka,Laki - Laki,2019,81.41
Bangka,Laki - Laki,2020,82.85
Bangka,Laki - Laki,2021,82.04
Bangka,Laki - Laki,2022,87.61
Bangka,Laki - Laki,2023,84.7
Belitung,Laki - Laki,2018,86.24
Belitung,Laki - Laki,2019,86.29
Belitung,Laki - Laki,2020,84.94
Belitung,Laki - Laki,2021,84.85
Belitung,Laki - Laki,2022,84.44
Belitung,Laki - Laki,2023,86.13
Bangka Barat,Laki - Laki,2018,84.35
Bangka Barat,Laki - Laki,2019,86.93
Bangka Barat,Laki - Laki,2020,82.93
Bangka Barat,Laki - Laki,2021,82.81
Bangka Barat,Laki - Laki,2022,90
Bangka Barat,Laki - Laki,2023,87.6
Bangka Tengah,Laki - Laki,2018,83.31
Bangka Tengah,Laki - Laki,2019,85.81
Bangka Tengah,Laki - Laki,2020,88.43
Bangka Tengah,Laki - Laki,2021,85.77
Bangka Tengah,Laki - Laki,2022,85.93
Bangka Tengah,Laki - Laki,2023,85.17
Bangka Selatan,Laki - Laki,2018,85.27
Bangka Selatan,Laki - Laki,2019,87.5
Bangka Selatan,Laki - Laki,2020,86.01
Bangka Selatan,Laki - Laki,2021,86.97
Bangka Selatan,Laki - Laki,2022,87.12
Bangka Selatan,Laki - Laki,2023,88.18
Belitung Timur,Laki - Laki,2018,88.37
Belitung Timur,Laki - Laki,2019,86.5
Belitung Timur,Laki - Laki,2020,88.27
Belitung Timur,Laki - Laki,2021,84.86
Belitung Timur,Laki - Laki,2022,85.38
Belitung Timur,Laki - Laki,2023,88.79
Kota Pangkal Pinang,Laki - Laki,2018,78.37
Kota Pangkal Pinang,Laki - Laki,2019,82.32
Kota Pangkal Pinang,Laki - Laki,2020,77.91
Kota Pangkal Pinang,Laki - Laki,2021,80.27
Kota Pangkal Pinang,Laki - Laki,2022,80.41
Kota Pangkal Pinang,Laki - Laki,2023,79.11
KEPULAUAN RIAU,Laki - Laki,2018,81.45
KEPULAUAN RIAU,Laki - Laki,2019,83.18
KEPULAUAN RIAU,Laki - Laki,2020,82.86
KEPULAUAN RIAU,Laki - Laki,2021,83.93
KEPULAUAN RIAU,Laki - Laki,2022,86.44
KEPULAUAN RIAU,Laki - Laki,2023,84.92
Karimun,Laki - Laki,2018,78.08
Karimun,Laki - Laki,2019,78.63
Karimun,Laki - Laki,2020,77.8
Karimun,Laki - Laki,2021,79.27
Karimun,Laki - Laki,2022,78.96
Karimun,Laki - Laki,2023,84.3
Bintan,Laki - Laki,2018,79.88
Bintan,Laki - Laki,2019,79.39
Bintan,Laki - Laki,2020,82.39
Bintan,Laki - Laki,2021,82.32
Bintan,Laki - Laki,2022,84.03
Bintan,Laki - Laki,2023,85.06
Natuna,Laki - Laki,2018,81.62
Natuna,Laki - Laki,2019,83.74
Natuna,Laki - Laki,2020,85.49
Natuna,Laki - Laki,2021,86.13
Natuna,Laki - Laki,2022,82.81
Natuna,Laki - Laki,2023,82.69
Lingga,Laki - Laki,2018,81.74
Lingga,Laki - Laki,2019,83.68
Lingga,Laki - Laki,2020,84.12
Lingga,Laki - Laki,2021,83.44
Lingga,Laki - Laki,2022,80.97
Lingga,Laki - Laki,2023,83.22
Kepulauan Anambas,Laki - Laki,2018,83.26
Kepulauan Anambas,Laki - Laki,2019,82.21
Kepulauan Anambas,Laki - Laki,2020,85.5
Kepulauan Anambas,Laki - Laki,2021,83.73
Kepulauan Anambas,Laki - Laki,2022,84.3
Kepulauan Anambas,Laki - Laki,2023,85.73
Kota Batam,Laki - Laki,2018,83.3
Kota Batam,Laki - Laki,2019,85.2
Kota Batam,Laki - Laki,2020,84.25
Kota Batam,Laki - Laki,2021,86.09
Kota Batam,Laki - Laki,2022,89.62
Kota Batam,Laki - Laki,2023,86.37
Kota Tanjung Pinang,Laki - Laki,2018,74.3
Kota Tanjung Pinang,Laki - Laki,2019,77.52
Kota Tanjung Pinang,Laki - Laki,2020,77.36
Kota Tanjung Pinang,Laki - Laki,2021,74.63
Kota Tanjung Pinang,Laki - Laki,2022,77.56
Kota Tanjung Pinang,Laki - Laki,2023,79.41
DKI JAKARTA,Laki - Laki,2018,78.14
DKI JAKARTA,Laki - Laki,2019,80.44
DKI JAKARTA,Laki - Laki,2020,80.49
DKI JAKARTA,Laki - Laki,2021,78.31
DKI JAKARTA,Laki - Laki,2022,80.02
DKI JAKARTA,Laki - Laki,2023,80.25
Kep. Seribu,Laki - Laki,2018,76.18
Kep. Seribu,Laki - Laki,2019,79.12
Kep. Seribu,Laki - Laki,2020,78.72
Kep. Seribu,Laki - Laki,2021,82.51
Kep. Seribu,Laki - Laki,2022,84.74
Kep. Seribu,Laki - Laki,2023,88.38
Kota Jakarta Selatan,Laki - Laki,2018,78.23
Kota Jakarta Selatan,Laki - Laki,2019,78.58
Kota Jakarta Selatan,Laki - Laki,2020,79.72
Kota Jakarta Selatan,Laki - Laki,2021,76.48
Kota Jakarta Selatan,Laki - Laki,2022,77.39
Kota Jakarta Selatan,Laki - Laki,2023,80.35
Kota Jakarta Timur,Laki - Laki,2018,77.65
Kota Jakarta Timur,Laki - Laki,2019,80.4
Kota Jakarta Timur,Laki - Laki,2020,79.28
Kota Jakarta Timur,Laki - Laki,2021,77.44
Kota Jakarta Timur,Laki - Laki,2022,78.33
Kota Jakarta Timur,Laki - Laki,2023,79.52
Kota Jakarta Pusat,Laki - Laki,2018,78.86
Kota Jakarta Pusat,Laki - Laki,2019,80.49
Kota Jakarta Pusat,Laki - Laki,2020,78.03
Kota Jakarta Pusat,Laki - Laki,2021,77.45
Kota Jakarta Pusat,Laki - Laki,2022,78.29
Kota Jakarta Pusat,Laki - Laki,2023,75.91
Kota Jakarta Barat,Laki - Laki,2018,77.24
Kota Jakarta Barat,Laki - Laki,2019,80.43
Kota Jakarta Barat,Laki - Laki,2020,82.34
Kota Jakarta Barat,Laki - Laki,2021,79.41
Kota Jakarta Barat,Laki - Laki,2022,83.14
Kota Jakarta Barat,Laki - Laki,2023,81.68
Kota Jakarta Utara,Laki - Laki,2018,79.76
Kota Jakarta Utara,Laki - Laki,2019,82.86
Kota Jakarta Utara,Laki - Laki,2020,81.98
Kota Jakarta Utara,Laki - Laki,2021,80.84
Kota Jakarta Utara,Laki - Laki,2022,82.3
Kota Jakarta Utara,Laki - Laki,2023,81.9
JAWA BARAT,Laki - Laki,2018,82.96
JAWA BARAT,Laki - Laki,2019,83.25
JAWA BARAT,Laki - Laki,2020,81.9
JAWA BARAT,Laki - Laki,2021,81.68
JAWA BARAT,Laki - Laki,2022,83.93
JAWA BARAT,Laki - Laki,2023,84.63
Bogor,Laki - Laki,2018,84.53
Bogor,Laki - Laki,2019,84.83
Bogor,Laki - Laki,2020,80.75
Bogor,Laki - Laki,2021,80.85
Bogor,Laki - Laki,2022,85.13
Bogor,Laki - Laki,2023,85.13
Sukabumi,Laki - Laki,2018,87
Sukabumi,Laki - Laki,2019,84.74
Sukabumi,Laki - Laki,2020,82.04
Sukabumi,Laki - Laki,2021,84.26
Sukabumi,Laki - Laki,2022,86.07
Sukabumi,Laki - Laki,2023,86.5
Cianjur,Laki - Laki,2018,84.58
Cianjur,Laki - Laki,2019,84.4
Cianjur,Laki - Laki,2020,87.07
Cianjur,Laki - Laki,2021,85.01
Cianjur,Laki - Laki,2022,85.96
Cianjur,Laki - Laki,2023,89.55
Bandung,Laki - Laki,2018,81.2
Bandung,Laki - Laki,2019,82.2
Bandung,Laki - Laki,2020,79.77
Bandung,Laki - Laki,2021,83.08
Bandung,Laki - Laki,2022,81.11
Bandung,Laki - Laki,2023,84.44
Garut,Laki - Laki,2018,82.76
Garut,Laki - Laki,2019,83.6
Garut,Laki - Laki,2020,79.95
Garut,Laki - Laki,2021,81.15
Garut,Laki - Laki,2022,84.43
Garut,Laki - Laki,2023,85.1
Tasikmalaya,Laki - Laki,2018,82.4
Tasikmalaya,Laki - Laki,2019,83.92
Tasikmalaya,Laki - Laki,2020,85.01
Tasikmalaya,Laki - Laki,2021,85.54
Tasikmalaya,Laki - Laki,2022,84.25
Tasikmalaya,Laki - Laki,2023,84.04
Ciamis,Laki - Laki,2018,85.83
Ciamis,Laki - Laki,2019,84.38
Ciamis,Laki - Laki,2020,86.02
Ciamis,Laki - Laki,2021,86.5
Ciamis,Laki - Laki,2022,85.45
Ciamis,Laki - Laki,2023,81.24
Kuningan,Laki - Laki,2018,79.42
Kuningan,Laki - Laki,2019,82.08
Kuningan,Laki - Laki,2020,78.89
Kuningan,Laki - Laki,2021,82.39
Kuningan,Laki - Laki,2022,81.13
Kuningan,Laki - Laki,2023,81.9
Cirebon,Laki - Laki,2018,80.74
Cirebon,Laki - Laki,2019,81.99
Cirebon,Laki - Laki,2020,80.07
Cirebon,Laki - Laki,2021,79.82
Cirebon,Laki - Laki,2022,82.13
Cirebon,Laki - Laki,2023,84.16
Majalengka,Laki - Laki,2018,84.7
Majalengka,Laki - Laki,2019,83.95
Majalengka,Laki - Laki,2020,84.84
Majalengka,Laki - Laki,2021,81.31
Majalengka,Laki - Laki,2022,83.24
Majalengka,Laki - Laki,2023,84.83
Sumedang,Laki - Laki,2018,83.37
Sumedang,Laki - Laki,2019,83.75
Sumedang,Laki - Laki,2020,83.52
Sumedang,Laki - Laki,2021,82.22
Sumedang,Laki - Laki,2022,82.26
Sumedang,Laki - Laki,2023,85.32
Indramayu,Laki - Laki,2018,85.54
Indramayu,Laki - Laki,2019,84.39
Indramayu,Laki - Laki,2020,86.25
Indramayu,Laki - Laki,2021,85.13
Indramayu,Laki - Laki,2022,84.31
Indramayu,Laki - Laki,2023,83.27
Subang,Laki - Laki,2018,86.96
Subang,Laki - Laki,2019,84.64
Subang,Laki - Laki,2020,83.73
Subang,Laki - Laki,2021,85.64
Subang,Laki - Laki,2022,86.71
Subang,Laki - Laki,2023,86.94
Purwakarta,Laki - Laki,2018,83.08
Purwakarta,Laki - Laki,2019,84.41
Purwakarta,Laki - Laki,2020,82.06
Purwakarta,Laki - Laki,2021,79.12
Purwakarta,Laki - Laki,2022,83.48
Purwakarta,Laki - Laki,2023,85.62
Karawang,Laki - Laki,2018,84.96
Karawang,Laki - Laki,2019,82.89
Karawang,Laki - Laki,2020,84.47
Karawang,Laki - Laki,2021,82.95
Karawang,Laki - Laki,2022,84.85
Karawang,Laki - Laki,2023,86.17
Bekasi,Laki - Laki,2018,83.69
Bekasi,Laki - Laki,2019,84.11
Bekasi,Laki - Laki,2020,83.22
Bekasi,Laki - Laki,2021,80.71
Bekasi,Laki - Laki,2022,84.88
Bekasi,Laki - Laki,2023,87.51
Bandung Barat,Laki - Laki,2018,84.09
Bandung Barat,Laki - Laki,2019,82.88
Bandung Barat,Laki - Laki,2020,82.62
Bandung Barat,Laki - Laki,2021,80.76
Bandung Barat,Laki - Laki,2022,85.48
Bandung Barat,Laki - Laki,2023,87.72
Pangandaran,Laki - Laki,2018,88.01
Pangandaran,Laki - Laki,2019,88.96
Pangandaran,Laki - Laki,2020,90.08
Pangandaran,Laki - Laki,2021,87.65
Pangandaran,Laki - Laki,2022,88.25
Pangandaran,Laki - Laki,2023,89.45
Kota Bogor,Laki - Laki,2018,79.74
Kota Bogor,Laki - Laki,2019,81.64
Kota Bogor,Laki - Laki,2020,78.35
Kota Bogor,Laki - Laki,2021,77.91
Kota Bogor,Laki - Laki,2022,80.4
Kota Bogor,Laki - Laki,2023,82.95
Kota Sukabumi,Laki - Laki,2018,79.42
Kota Sukabumi,Laki - Laki,2019,80.96
Kota Sukabumi,Laki - Laki,2020,72.75
Kota Sukabumi,Laki - Laki,2021,71.83
Kota Sukabumi,Laki - Laki,2022,79.75
Kota Sukabumi,Laki - Laki,2023,81.38
Kota Bandung,Laki - Laki,2018,78.03
Kota Bandung,Laki - Laki,2019,80.74
Kota Bandung,Laki - Laki,2020,79.41
Kota Bandung,Laki - Laki,2021,80.44
Kota Bandung,Laki - Laki,2022,85.29
Kota Bandung,Laki - Laki,2023,83.22
Kota Cirebon,Laki - Laki,2018,79.63
Kota Cirebon,Laki - Laki,2019,79.42
Kota Cirebon,Laki - Laki,2020,77.98
Kota Cirebon,Laki - Laki,2021,76.18
Kota Cirebon,Laki - Laki,2022,80.52
Kota Cirebon,Laki - Laki,2023,81.72
Kota Bekasi,Laki - Laki,2018,80.48
Kota Bekasi,Laki - Laki,2019,81.67
Kota Bekasi,Laki - Laki,2020,79.64
